,time_period,rainfall,mean_temperature,disease_cases,population,parent,location
380,2022-04-11/2022-04-17,0.0,28.9714285714286,20,989292,-,1
381,2022-04-18/2022-04-24,14.6,28.8142857142857,18,989292,-,1
382,2022-04-25/2022-05-01,18.2,31.4571428571429,34,989292,-,1
383,2022-05-02/2022-05-08,2.9,28.0714285714286,45,989292,-,1
384,2022-05-09/2022-05-15,74.3,28.7,76,989292,-,1
385,2022-05-16/2022-05-22,13.2,28.4285714285714,79,989292,-,1
386,2022-05-23/2022-05-29,43.6,28.8857142857143,174,989292,-,1
387,2022-05-30/2022-06-05,22.3,29.6,202,989292,-,1
388,2022-06-06/2022-06-12,11.5,29.9,426,989292,-,1
389,2022-06-13/2022-06-19,88.6,29.5857142857143,527,989292,-,1
390,2022-06-20/2022-06-26,28.1,29.9428571428571,722,989292,-,1
391,2022-06-27/2022-07-03,12.3,29.8142857142857,981,989292,-,1
392,2022-07-04/2022-07-10,53.5,29.7428571428571,949,989292,-,1
393,2022-07-11/2022-07-17,126.5,29.0428571428571,1023,989292,-,1
394,2022-07-18/2022-07-24,31.1,29.9857142857143,934,989292,-,1
395,2022-07-25/2022-07-31,33.9,30.5285714285714,1057,989292,-,1
396,2022-08-01/2022-08-07,150.1,29.4428571428571,971,989292,-,1
397,2022-08-08/2022-08-14,253.3,28.4714285714286,937,989292,-,1
398,2022-08-15/2022-08-21,22.6,29.0,905,989292,-,1
399,2022-08-22/2022-08-28,256.9,28.9142857142857,806,989292,-,1
400,2022-08-29/2022-09-04,91.8,29.6571428571429,714,989292,-,1
401,2022-09-05/2022-09-11,114.7,29.3857142857143,753,989292,-,1
402,2022-09-12/2022-09-18,33.5,28.9142857142857,629,989292,-,1
403,2022-09-19/2022-09-25,19.4,29.3,598,989292,-,1
404,2022-09-26/2022-10-02,53.8,27.9285714285714,409,989292,-,1
405,2022-10-03/2022-10-09,167.5,27.8428571428571,375,989292,-,1
406,2022-10-10/2022-10-16,1.3,28.9571428571429,312,989292,-,1
407,2022-10-17/2022-10-23,0.0,26.5142857142857,245,989292,-,1
408,2022-10-24/2022-10-30,1.3,29.0714285714286,165,989292,-,1
409,2022-10-31/2022-11-06,0.0,27.0142857142857,143,989292,-,1
410,2022-11-07/2022-11-13,0.0,26.3,138,989292,-,1
411,2022-11-14/2022-11-20,0.0,29.8285714285714,86,989292,-,1
412,2022-11-21/2022-11-27,8.5,28.9,83,989292,-,1
413,2022-11-28/2022-12-04,4.8,29.0428571428571,91,989292,-,1
414,2022-12-05/2022-12-11,0.0,26.5857142857143,82,989292,-,1
415,2022-12-12/2022-12-18,0.0,24.9285714285714,62,989292,-,1
416,2022-12-19/2022-12-25,0.0,21.9857142857143,44,989292,-,1
417,2022-12-26/2023-01-01,0.0,23.0571428571429,27,989292,-,1
418,2023-01-02/2023-01-08,0.0,23.2,11,1009287,-,1
419,2023-01-09/2023-01-15,2.1,24.3571428571429,9,1009287,-,1
420,2023-01-16/2023-01-22,0.0,23.8,15,1009287,-,1
421,2023-01-23/2023-01-29,0.0,22.8571428571429,17,1009287,-,1
422,2023-01-30/2023-02-05,0.0,22.3571428571429,14,1009287,-,1
423,2023-02-06/2023-02-12,8.5,28.2142857142857,7,1009287,-,1
424,2023-02-13/2023-02-19,0.0,27.8,16,1009287,-,1
425,2023-02-20/2023-02-26,0.0,26.0714285714286,6,1009287,-,1
426,2023-02-27/2023-03-05,0.0,24.2142857142857,5,1009287,-,1
427,2023-03-06/2023-03-12,0.0,26.0142857142857,7,1009287,-,1
428,2023-03-13/2023-03-19,0.0,27.6714285714286,16,1009287,-,1
429,2023-03-20/2023-03-26,0.0,31.7,9,1009287,-,1
430,2023-03-27/2023-04-02,3.5,31.0857142857143,8,1009287,-,1
431,2023-04-03/2023-04-09,0.0,31.7285714285714,15,1009287,-,1
432,2023-04-10/2023-04-16,0.0,32.8857142857143,13,1009287,-,1
433,2023-04-17/2023-04-23,8.1,33.4714285714286,23,1009287,-,1
434,2023-04-24/2023-04-30,1.5,31.8571428571429,33,1009287,-,1
435,2023-05-01/2023-05-07,0.0,32.1571428571429,23,1009287,-,1
436,2023-05-08/2023-05-14,7.0,32.7285714285714,26,1009287,-,1
437,2023-05-15/2023-05-21,117.3,30.2714285714286,24,1009287,-,1
438,2023-05-22/2023-05-28,2.2,32.2571428571429,28,1009287,-,1
439,2023-05-29/2023-06-04,10.7,30.8142857142857,31,1009287,-,1
440,2023-06-05/2023-06-11,41.5,29.8857142857143,46,1009287,-,1
441,2023-06-12/2023-06-18,60.8,29.5285714285714,58,1009287,-,1
442,2023-06-19/2023-06-25,40.2,29.3571428571429,82,1009287,-,1
443,2023-06-26/2023-07-02,116.4,29.3857142857143,115,1009287,-,1
444,2023-07-03/2023-07-09,101.8,29.3,201,1009287,-,1
445,2023-07-10/2023-07-16,27.8,30.4714285714286,243,1009287,-,1
446,2023-07-17/2023-07-23,55.3,29.7428571428571,297,1009287,-,1
447,2023-07-24/2023-07-30,27.4,30.1571428571429,349,1009287,-,1
448,2023-07-31/2023-08-06,149.7,27.6428571428571,328,1009287,-,1
449,2023-08-07/2023-08-13,61.5,27.0285714285714,300,1009287,-,1
450,2023-08-14/2023-08-20,136.0,28.7857142857143,311,1009287,-,1
451,2023-08-21/2023-08-27,113.2,28.6285714285714,342,1009287,-,1
452,2023-08-28/2023-09-03,22.3,28.3714285714286,350,1009287,-,1
453,2023-09-04/2023-09-10,199.3,29.3285714285714,344,1009287,-,1
454,2023-09-11/2023-09-17,140.0,28.1,324,1009287,-,1
455,2023-09-18/2023-09-24,31.6,28.4857142857143,315,1009287,-,1
456,2023-09-25/2023-10-01,81.8,28.7428571428571,276,1009287,-,1
457,2023-10-02/2023-10-08,30.3,29.3285714285714,314,1009287,-,1
458,2023-10-09/2023-10-15,199.4,26.7142857142857,271,1009287,-,1
459,2023-10-16/2023-10-22,7.2,27.6571428571429,264,1009287,-,1
460,2023-10-23/2023-10-29,21.8,27.1285714285714,254,1009287,-,1
461,2023-10-30/2023-11-05,11.4,27.6428571428571,218,1009287,-,1
462,2023-11-06/2023-11-12,1.0,30.0142857142857,199,1009287,-,1
463,2023-11-13/2023-11-19,0.0,28.6571428571429,166,1009287,-,1
464,2023-11-20/2023-11-26,0.0,24.8857142857143,194,1009287,-,1
465,2023-11-27/2023-12-03,0.0,26.4571428571429,119,1009287,-,1
466,2023-12-04/2023-12-10,0.5,25.5142857142857,113,1009287,-,1
467,2023-12-11/2023-12-17,0.0,26.8714285714286,92,1009287,-,1
468,2023-12-18/2023-12-24,0.8,23.6,68,1009287,-,1
469,2023-12-25/2023-12-31,0.0,20.4857142857143,65,1009287,-,1
0,2014-12-29/2015-01-04,0.0,15.25,0,252544,-,9
1,2015-01-05/2015-01-11,30.3,12.9714285714286,0,252544,-,9
2,2015-01-12/2015-01-18,0.0,12.9428571428571,0,252544,-,9
3,2015-01-19/2015-01-25,0.0,15.8714285714286,0,252544,-,9
4,2015-01-26/2015-02-01,0.0,17.4857142857143,0,252544,-,9
5,2015-02-02/2015-02-08,0.0,15.7428571428571,0,252544,-,9
6,2015-02-09/2015-02-15,2.0,18.3428571428571,0,252544,-,9
7,2015-02-16/2015-02-22,0.0,19.7285714285714,0,252544,-,9
8,2015-02-23/2015-03-01,0.0,20.7714285714286,0,252544,-,9
9,2015-03-02/2015-03-08,0.0,23.1428571428571,0,252544,-,9
10,2015-03-09/2015-03-15,0.0,23.1285714285714,0,252544,-,9
11,2015-03-16/2015-03-22,86.4,22.1,0,252544,-,9
12,2015-03-23/2015-03-29,19.6,20.0571428571429,0,252544,-,9
13,2015-03-30/2015-04-05,15.3,22.9857142857143,0,252544,-,9
14,2015-04-06/2015-04-12,79.5,20.1285714285714,0,252544,-,9
15,2015-04-13/2015-04-19,13.2,23.6142857142857,0,252544,-,9
16,2015-04-20/2015-04-26,60.0,21.9714285714286,0,252544,-,9
17,2015-04-27/2015-05-03,41.5,24.2142857142857,0,252544,-,9
18,2015-05-04/2015-05-10,42.1,24.7285714285714,0,252544,-,9
19,2015-05-11/2015-05-17,18.2,24.7142857142857,1,252544,-,9
20,2015-05-18/2015-05-24,24.7,25.3571428571429,0,252544,-,9
21,2015-05-25/2015-05-31,34.4,25.2571428571429,0,252544,-,9
22,2015-06-01/2015-06-07,20.0,25.1,0,252544,-,9
23,2015-06-08/2015-06-14,32.4,24.5,0,252544,-,9
24,2015-06-15/2015-06-21,72.3,25.2857142857143,0,252544,-,9
25,2015-06-22/2015-06-28,2.9,24.7571428571429,0,252544,-,9
26,2015-06-29/2015-07-05,49.9,25.1285714285714,0,252544,-,9
27,2015-07-06/2015-07-12,38.6,25.2857142857143,0,252544,-,9
28,2015-07-13/2015-07-19,132.5,23.6142857142857,0,252544,-,9
29,2015-07-20/2015-07-26,73.3,22.6,0,252544,-,9
30,2015-07-27/2015-08-02,89.3,22.1142857142857,0,252544,-,9
31,2015-08-03/2015-08-09,38.9,24.7142857142857,0,252544,-,9
32,2015-08-10/2015-08-16,78.5,24.2714285714286,0,252544,-,9
33,2015-08-17/2015-08-23,107.5,25.0142857142857,0,252544,-,9
34,2015-08-24/2015-08-30,127.3,23.7,0,252544,-,9
35,2015-08-31/2015-09-06,32.5,24.1,0,252544,-,9
36,2015-09-07/2015-09-13,19.3,23.2,0,252544,-,9
37,2015-09-14/2015-09-20,13.1,22.8571428571429,0,252544,-,9
38,2015-09-21/2015-09-27,5.3,25.0571428571429,0,252544,-,9
39,2015-09-28/2015-10-04,17.5,23.3428571428571,0,252544,-,9
40,2015-10-05/2015-10-11,88.8,20.8571428571429,0,252544,-,9
41,2015-10-12/2015-10-18,0.0,21.0428571428571,0,252544,-,9
42,2015-10-19/2015-10-25,0.0,21.2428571428571,0,252544,-,9
43,2015-10-26/2015-11-01,21.9,20.8,0,252544,-,9
44,2015-11-02/2015-11-08,66.6,21.6571428571429,0,252544,-,9
45,2015-11-09/2015-11-15,1.4,21.9142857142857,0,252544,-,9
46,2015-11-16/2015-11-22,33.0,21.0428571428571,0,252544,-,9
47,2015-11-23/2015-11-29,1.8,20.0,0,252544,-,9
48,2015-11-30/2015-12-06,64.2,17.4714285714286,0,252544,-,9
49,2015-12-07/2015-12-13,0.0,18.4714285714286,0,252544,-,9
50,2015-12-14/2015-12-20,2.4,14.2142857142857,0,252544,-,9
51,2015-12-21/2015-12-27,47.7,18.2571428571429,0,252544,-,9
52,2015-12-28/2016-01-03,0.0,15.6,0,252544,-,9
53,2016-01-04/2016-01-10,0.0,16.35,0,255674,-,9
54,2016-01-11/2016-01-17,0.0,16.2142857142857,0,255674,-,9
55,2016-01-18/2016-01-24,0.0,17.8714285714286,0,255674,-,9
56,2016-01-25/2016-01-31,104.3,11.1857142857143,0,255674,-,9
57,2016-02-01/2016-02-07,3.0,16.6,0,255674,-,9
58,2016-02-08/2016-02-14,0.0,13.1714285714286,0,255674,-,9
59,2016-02-15/2016-02-21,0.0,17.1285714285714,0,255674,-,9
60,2016-02-22/2016-02-28,0.0,17.5142857142857,0,255674,-,9
61,2016-02-29/2016-03-06,0.6,14.5,0,255674,-,9
62,2016-03-07/2016-03-13,0.0,20.6571428571429,0,255674,-,9
63,2016-03-14/2016-03-20,0.0,22.1857142857143,0,255674,-,9
64,2016-03-21/2016-03-27,0.0,23.3142857142857,0,255674,-,9
65,2016-03-28/2016-04-03,33.8,18.6142857142857,0,255674,-,9
66,2016-04-04/2016-04-10,2.6,23.2571428571429,0,255674,-,9
67,2016-04-11/2016-04-17,9.4,25.2857142857143,0,255674,-,9
68,2016-04-18/2016-04-24,0.6,25.4571428571429,0,255674,-,9
69,2016-04-25/2016-05-01,25.3,25.3857142857143,0,255674,-,9
70,2016-05-02/2016-05-08,35.4,24.7428571428571,0,255674,-,9
71,2016-05-09/2016-05-15,9.1,26.5142857142857,0,255674,-,9
72,2016-05-16/2016-05-22,83.6,23.8,0,255674,-,9
73,2016-05-23/2016-05-29,9.3,24.9142857142857,0,255674,-,9
74,2016-05-30/2016-06-05,2.0,25.2285714285714,0,255674,-,9
75,2016-06-06/2016-06-12,17.3,25.2857142857143,0,255674,-,9
76,2016-06-13/2016-06-19,8.3,24.8142857142857,0,255674,-,9
77,2016-06-20/2016-06-26,24.7,25.1857142857143,0,255674,-,9
78,2016-06-27/2016-07-03,42.0,25.4714285714286,0,255674,-,9
79,2016-07-04/2016-07-10,99.6,23.2857142857143,0,255674,-,9
80,2016-07-11/2016-07-17,23.4,24.9,0,255674,-,9
81,2016-07-18/2016-07-24,6.3,24.6,0,255674,-,9
82,2016-07-25/2016-07-31,27.1,23.9714285714286,0,255674,-,9
83,2016-08-01/2016-08-07,5.8,24.2428571428571,0,255674,-,9
84,2016-08-08/2016-08-14,27.5,24.6,0,255674,-,9
85,2016-08-15/2016-08-21,164.8,22.9714285714286,0,255674,-,9
86,2016-08-22/2016-08-28,85.6,23.6571428571429,0,255674,-,9
87,2016-08-29/2016-09-04,8.2,24.0428571428571,0,255674,-,9
88,2016-09-05/2016-09-11,58.6,23.3714285714286,0,255674,-,9
89,2016-09-12/2016-09-18,95.5,22.4857142857143,0,255674,-,9
90,2016-09-19/2016-09-25,4.0,24.1857142857143,0,255674,-,9
91,2016-09-26/2016-10-02,7.6,23.5571428571429,0,255674,-,9
92,2016-10-03/2016-10-09,50.9,22.9857142857143,0,255674,-,9
93,2016-10-10/2016-10-16,22.6,22.8428571428571,0,255674,-,9
94,2016-10-17/2016-10-23,2.8,20.8857142857143,0,255674,-,9
95,2016-10-24/2016-10-30,53.1,23.4857142857143,0,255674,-,9
96,2016-10-31/2016-11-06,0.0,21.3857142857143,0,255674,-,9
97,2016-11-07/2016-11-13,46.8,19.7142857142857,0,255674,-,9
98,2016-11-14/2016-11-20,27.7,21.4428571428571,0,255674,-,9
99,2016-11-21/2016-11-27,5.0,20.5142857142857,0,255674,-,9
100,2016-11-28/2016-12-04,0.0,18.2428571428571,0,255674,-,9
101,2016-12-05/2016-12-11,0.0,16.9428571428571,0,255674,-,9
102,2016-12-12/2016-12-18,0.0,16.8428571428571,0,255674,-,9
103,2016-12-19/2016-12-25,2.8,16.9,0,255674,-,9
104,2016-12-26/2017-01-01,0.0,17.2142857142857,0,255674,-,9
105,2017-01-02/2017-01-08,1.5,17.8,0,258747,-,9
106,2017-01-09/2017-01-15,10.6,19.1857142857143,0,258747,-,9
107,2017-01-16/2017-01-22,0.0,18.7285714285714,0,258747,-,9
108,2017-01-23/2017-01-29,0.0,14.9142857142857,1,258747,-,9
109,2017-01-30/2017-02-05,0.0,17.0714285714286,0,258747,-,9
110,2017-02-06/2017-02-12,0.0,17.1857142857143,0,258747,-,9
111,2017-02-13/2017-02-19,0.0,15.0857142857143,0,258747,-,9
112,2017-02-20/2017-02-26,0.0,19.8,0,258747,-,9
113,2017-02-27/2017-03-05,3.2,18.3,0,258747,-,9
114,2017-03-06/2017-03-12,0.0,20.9142857142857,0,258747,-,9
115,2017-03-13/2017-03-19,0.0,22.6428571428571,0,258747,-,9
116,2017-03-20/2017-03-26,9.4,22.5285714285714,0,258747,-,9
117,2017-03-27/2017-04-02,18.8,21.3285714285714,0,258747,-,9
118,2017-04-03/2017-04-09,11.9,21.3571428571429,0,258747,-,9
119,2017-04-10/2017-04-16,46.8,24.5428571428571,0,258747,-,9
120,2017-04-17/2017-04-23,0.0,24.1428571428571,0,258747,-,9
121,2017-04-24/2017-04-30,63.3,22.6285714285714,0,258747,-,9
122,2017-05-01/2017-05-07,52.8,24.4285714285714,0,258747,-,9
123,2017-05-08/2017-05-14,41.4,23.6857142857143,0,258747,-,9
124,2017-05-15/2017-05-21,42.9,21.8142857142857,0,258747,-,9
125,2017-05-22/2017-05-28,32.1,24.4142857142857,0,258747,-,9
126,2017-05-29/2017-06-04,0.6,23.9,1,258747,-,9
127,2017-06-05/2017-06-11,41.5,25.2142857142857,3,258747,-,9
128,2017-06-12/2017-06-18,29.0,24.2,3,258747,-,9
129,2017-06-19/2017-06-25,18.0,24.9857142857143,1,258747,-,9
130,2017-06-26/2017-07-02,36.2,24.3142857142857,0,258747,-,9
131,2017-07-03/2017-07-09,77.2,23.5285714285714,2,258747,-,9
132,2017-07-10/2017-07-16,51.5,23.1428571428571,3,258747,-,9
133,2017-07-17/2017-07-23,223.0,23.3571428571429,1,258747,-,9
134,2017-07-24/2017-07-30,27.4,23.8571428571429,1,258747,-,9
135,2017-07-31/2017-08-06,39.2,24.5714285714286,0,258747,-,9
136,2017-08-07/2017-08-13,49.8,23.1428571428571,1,258747,-,9
137,2017-08-14/2017-08-20,44.5,23.8714285714286,1,258747,-,9
138,2017-08-21/2017-08-27,46.1,23.8285714285714,3,258747,-,9
139,2017-08-28/2017-09-03,46.9,23.4857142857143,1,258747,-,9
140,2017-09-04/2017-09-10,21.8,24.0142857142857,2,258747,-,9
141,2017-09-11/2017-09-17,53.4,23.4428571428571,0,258747,-,9
142,2017-09-18/2017-09-24,37.3,24.0857142857143,2,258747,-,9
143,2017-09-25/2017-10-01,21.8,23.8142857142857,0,258747,-,9
144,2017-10-02/2017-10-08,66.2,23.4714285714286,2,258747,-,9
145,2017-10-09/2017-10-15,55.1,22.3714285714286,0,258747,-,9
146,2017-10-16/2017-10-22,6.2,21.8,1,258747,-,9
147,2017-10-23/2017-10-29,0.8,21.0571428571429,1,258747,-,9
148,2017-10-30/2017-11-05,0.0,18.3428571428571,3,258747,-,9
149,2017-11-06/2017-11-12,0.0,19.0428571428571,0,258747,-,9
150,2017-11-13/2017-11-19,0.0,20.8142857142857,2,258747,-,9
151,2017-11-20/2017-11-26,2.0,19.3571428571429,0,258747,-,9
152,2017-11-27/2017-12-03,0.0,16.8714285714286,1,258747,-,9
153,2017-12-04/2017-12-10,0.0,18.0857142857143,0,258747,-,9
154,2017-12-11/2017-12-17,2.9,19.2285714285714,2,258747,-,9
155,2017-12-18/2017-12-24,0.0,12.7857142857143,5,258747,-,9
156,2017-12-25/2017-12-31,21.3,14.2285714285714,1,258747,-,9
157,2018-01-01/2018-01-07,0.5,17.0666666666667,0,261699,-,9
158,2018-01-08/2018-01-14,1.7,14.2571428571429,0,261699,-,9
159,2018-01-15/2018-01-21,0.0,16.7,3,261699,-,9
160,2018-01-22/2018-01-28,1.3,18.1,1,261699,-,9
161,2018-01-29/2018-02-04,0.1,14.5142857142857,0,261699,-,9
162,2018-02-05/2018-02-11,0.0,13.3857142857143,4,261699,-,9
163,2018-02-12/2018-02-18,0.0,18.7571428571429,2,261699,-,9
164,2018-02-19/2018-02-25,25.3,20.5571428571429,2,261699,-,9
165,2018-02-26/2018-03-04,24.4,20.5,4,261699,-,9
166,2018-03-05/2018-03-11,10.3,19.4142857142857,0,261699,-,9
167,2018-03-12/2018-03-18,16.5,19.6285714285714,1,261699,-,9
168,2018-03-19/2018-03-25,6.2,20.3428571428571,0,261699,-,9
169,2018-03-26/2018-04-01,46.3,19.4142857142857,1,261699,-,9
170,2018-04-02/2018-04-08,37.5,21.2857142857143,1,261699,-,9
171,2018-04-09/2018-04-15,0.0,22.2428571428571,1,261699,-,9
172,2018-04-16/2018-04-22,83.0,21.3285714285714,0,261699,-,9
173,2018-04-23/2018-04-29,43.0,23.5714285714286,0,261699,-,9
174,2018-04-30/2018-05-06,28.0,22.5714285714286,1,261699,-,9
175,2018-05-07/2018-05-13,74.4,24.4428571428571,2,261699,-,9
176,2018-05-14/2018-05-20,123.9,23.1285714285714,2,261699,-,9
177,2018-05-21/2018-05-27,2.0,23.7714285714286,0,261699,-,9
178,2018-05-28/2018-06-03,17.4,24.7142857142857,0,261699,-,9
179,2018-06-04/2018-06-10,75.0,24.2714285714286,0,261699,-,9
180,2018-06-11/2018-06-17,19.7,24.1857142857143,0,261699,-,9
181,2018-06-18/2018-06-24,5.7,24.5714285714286,0,261699,-,9
182,2018-06-25/2018-07-01,57.9,22.8,0,261699,-,9
183,2018-07-02/2018-07-08,36.1,24.7714285714286,0,261699,-,9
184,2018-07-09/2018-07-15,60.2,24.3714285714286,2,261699,-,9
185,2018-07-16/2018-07-22,468.7,22.2571428571429,1,261699,-,9
186,2018-07-23/2018-07-29,180.0,23.1285714285714,0,261699,-,9
187,2018-07-30/2018-08-05,61.2,23.1857142857143,0,261699,-,9
188,2018-08-06/2018-08-12,37.7,24.1142857142857,0,261699,-,9
189,2018-08-13/2018-08-19,235.7,22.6571428571429,0,261699,-,9
190,2018-08-20/2018-08-26,206.9,24.0428571428571,0,261699,-,9
191,2018-08-27/2018-09-02,142.3,22.9285714285714,0,261699,-,9
192,2018-09-03/2018-09-09,77.9,23.8428571428571,0,261699,-,9
193,2018-09-10/2018-09-16,22.8,23.7857142857143,0,261699,-,9
194,2018-09-17/2018-09-23,50.7,23.0428571428571,0,261699,-,9
195,2018-09-24/2018-09-30,1.8,23.4285714285714,0,261699,-,9
196,2018-10-01/2018-10-07,0.0,21.4142857142857,0,261699,-,9
197,2018-10-08/2018-10-14,27.7,21.6142857142857,0,261699,-,9
198,2018-10-15/2018-10-21,13.1,23.1142857142857,0,261699,-,9
199,2018-10-22/2018-10-28,19.4,22.9,2,261699,-,9
200,2018-10-29/2018-11-04,0.0,18.6142857142857,0,261699,-,9
201,2018-11-05/2018-11-11,1.5,19.3428571428571,0,261699,-,9
202,2018-11-12/2018-11-18,39.8,21.8571428571429,0,261699,-,9
203,2018-11-19/2018-11-25,39.6,20.7285714285714,0,261699,-,9
204,2018-11-26/2018-12-02,8.5,18.1285714285714,0,261699,-,9
205,2018-12-03/2018-12-09,18.3,19.9428571428571,0,261699,-,9
206,2018-12-10/2018-12-16,31.7,15.5571428571429,0,261699,-,9
207,2018-12-17/2018-12-23,0.0,17.7428571428571,0,261699,-,9
208,2018-12-24/2018-12-30,5.0,16.9571428571429,0,261699,-,9
209,2018-12-31/2019-01-06,0.0,15.7833333333333,1,264504,-,9
210,2019-01-07/2019-01-13,44.7,19.3,1,264504,-,9
211,2019-01-14/2019-01-20,0.0,17.8142857142857,0,264504,-,9
212,2019-01-21/2019-01-27,0.0,16.2571428571429,0,264504,-,9
213,2019-01-28/2019-02-03,0.0,18.3571428571429,0,264504,-,9
214,2019-02-04/2019-02-10,0.0,18.8571428571429,0,264504,-,9
215,2019-02-11/2019-02-17,4.2,20.8428571428571,0,264504,-,9
216,2019-02-18/2019-02-24,0.0,20.4,0,264504,-,9
217,2019-02-25/2019-03-03,0.3,21.8428571428571,0,264504,-,9
218,2019-03-04/2019-03-10,0.0,22.2714285714286,0,264504,-,9
219,2019-03-11/2019-03-17,0.0,21.3142857142857,1,264504,-,9
220,2019-03-18/2019-03-24,13.9,22.7857142857143,0,264504,-,9
221,2019-03-25/2019-03-31,15.4,22.8428571428571,0,264504,-,9
222,2019-04-01/2019-04-07,13.6,22.8,0,264504,-,9
223,2019-04-08/2019-04-14,0.0,24.8142857142857,0,264504,-,9
224,2019-04-15/2019-04-21,12.4,26.6,1,264504,-,9
225,2019-04-22/2019-04-28,42.6,25.1857142857143,0,264504,-,9
226,2019-04-29/2019-05-05,7.9,25.5714285714286,0,264504,-,9
227,2019-05-06/2019-05-12,64.5,26.4,0,264504,-,9
228,2019-05-13/2019-05-19,46.9,25.6142857142857,0,264504,-,9
229,2019-05-20/2019-05-26,74.7,25.0285714285714,0,264504,-,9
230,2019-05-27/2019-06-02,36.9,24.3857142857143,0,264504,-,9
231,2019-06-03/2019-06-09,40.2,25.1571428571429,1,264504,-,9
232,2019-06-10/2019-06-16,2.9,25.2857142857143,0,264504,-,9
233,2019-06-17/2019-06-23,15.2,25.8142857142857,0,264504,-,9
234,2019-06-24/2019-06-30,31.3,25.3714285714286,0,264504,-,9
235,2019-07-01/2019-07-07,73.8,24.0142857142857,1,264504,-,9
236,2019-07-08/2019-07-14,15.8,24.9571428571429,0,264504,-,9
237,2019-07-15/2019-07-21,25.2,25.5428571428571,0,264504,-,9
238,2019-07-22/2019-07-28,75.0,23.6428571428571,1,264504,-,9
239,2019-07-29/2019-08-04,190.7,23.4428571428571,0,264504,-,9
240,2019-08-05/2019-08-11,75.5,24.2571428571429,0,264504,-,9
241,2019-08-12/2019-08-18,102.2,23.8142857142857,0,264504,-,9
242,2019-08-19/2019-08-25,92.9,23.9142857142857,0,264504,-,9
243,2019-08-26/2019-09-01,49.7,23.5142857142857,0,264504,-,9
244,2019-09-02/2019-09-08,24.2,24.1428571428571,0,264504,-,9
245,2019-09-09/2019-09-15,20.5,23.6714285714286,0,264504,-,9
246,2019-09-16/2019-09-22,0.0,23.0428571428571,0,264504,-,9
247,2019-09-23/2019-09-29,0.0,20.6571428571429,0,264504,-,9
248,2019-09-30/2019-10-06,16.7,22.5285714285714,0,264504,-,9
249,2019-10-07/2019-10-13,16.6,22.7,0,264504,-,9
250,2019-10-14/2019-10-20,0.5,21.1,0,264504,-,9
251,2019-10-21/2019-10-27,0.0,23.0,0,264504,-,9
252,2019-10-28/2019-11-03,0.0,20.3285714285714,0,264504,-,9
253,2019-11-04/2019-11-10,0.0,18.5142857142857,0,264504,-,9
254,2019-11-11/2019-11-17,0.0,19.0714285714286,0,264504,-,9
255,2019-11-18/2019-11-24,0.0,18.9428571428571,0,264504,-,9
256,2019-11-25/2019-12-01,0.0,18.4,0,264504,-,9
257,2019-12-02/2019-12-08,0.0,12.9142857142857,0,264504,-,9
258,2019-12-09/2019-12-15,0.0,12.7285714285714,0,264504,-,9
259,2019-12-16/2019-12-22,0.0,18.2571428571429,0,264504,-,9
260,2019-12-23/2019-12-29,0.0,17.4428571428571,0,264504,-,9
261,2019-12-30/2020-01-05,0.0,18.3,0,267164,-,9
262,2020-01-06/2020-01-12,0.0,18.8428571428571,0,267164,-,9
263,2020-01-13/2020-01-19,0.0,18.9857142857143,0,267164,-,9
264,2020-01-20/2020-01-26,0.7,19.1428571428571,0,267164,-,9
265,2020-01-27/2020-02-02,0.0,17.6428571428571,0,267164,-,9
266,2020-02-03/2020-02-09,0.0,19.3571428571429,0,267164,-,9
267,2020-02-10/2020-02-16,0.0,18.8285714285714,0,267164,-,9
268,2020-02-17/2020-02-23,0.0,17.4142857142857,0,267164,-,9
269,2020-02-24/2020-03-01,5.6,20.8428571428571,0,267164,-,9
270,2020-03-02/2020-03-08,46.3,20.6714285714286,0,267164,-,9
271,2020-03-09/2020-03-15,1.6,23.2714285714286,0,267164,-,9
272,2020-03-16/2020-03-22,0.0,23.5428571428571,1,267164,-,9
273,2020-03-23/2020-03-29,0.8,23.0285714285714,1,267164,-,9
274,2020-03-30/2020-04-05,1.3,24.3,0,267164,-,9
275,2020-04-06/2020-04-12,36.7,21.6142857142857,0,267164,-,9
276,2020-04-13/2020-04-19,12.2,24.1571428571429,0,267164,-,9
277,2020-04-20/2020-04-26,102.8,21.6285714285714,0,267164,-,9
278,2020-04-27/2020-05-03,58.6,22.7571428571429,0,267164,-,9
279,2020-05-04/2020-05-10,10.0,26.3857142857143,0,267164,-,9
280,2020-05-11/2020-05-17,75.7,24.8857142857143,0,267164,-,9
281,2020-05-18/2020-05-24,30.9,25.8714285714286,0,267164,-,9
282,2020-05-25/2020-05-31,43.5,24.6428571428571,0,267164,-,9
283,2020-06-01/2020-06-07,35.6,24.8285714285714,0,267164,-,9
284,2020-06-08/2020-06-14,14.8,24.6428571428571,0,267164,-,9
285,2020-06-15/2020-06-21,54.9,24.6857142857143,0,267164,-,9
286,2020-06-22/2020-06-28,15.9,25.2,0,267164,-,9
287,2020-06-29/2020-07-05,67.1,24.8714285714286,0,267164,-,9
288,2020-07-06/2020-07-12,8.2,24.5571428571429,0,267164,-,9
289,2020-07-13/2020-07-19,29.8,24.7714285714286,0,267164,-,9
290,2020-07-20/2020-07-26,63.8,25.0714285714286,0,267164,-,9
291,2020-07-27/2020-08-02,119.7,23.7285714285714,0,267164,-,9
