time_period,rainfall,mean_temperature,max_temperature
2010-01,0.08830984494107952,22.66363382647114,30.99286804199221
2010-02,0.002726724288017124,25.710802219027585,34.73470458984377
2010-03,0.0023045924485032288,27.516553435787102,37.357522583007835
2010-04,0.050134988464719754,30.16024284362794,38.91059265136721
2010-05,0.1777298934191336,29.114975373462983,37.61763916015627
2010-06,0.27002493111043435,27.855262078179294,34.30361328125002
2010-07,0.3341218192702158,27.042194825859497,32.83858642578127
2010-08,0.5102956020150415,26.074511300363895,32.478067016601585
2010-09,0.30144308007449894,26.279428842332663,31.491632080078148
2009-12,0.16642559805573498,24.939357088970894,31.28870544433596
2010-01,0.0009371301260330256,23.47141899532744,30.058984375000023
2010-02,0.009795669968976739,22.373020693050933,30.493066406250023
2011-01,0.0021094544015340944,19.496497213712303,28.07972106933596
2011-02,0.003417705373557567,24.080265935262048,33.65584716796877
2011-03,0.0875710376328982,22.77218930234193,34.376016235351585
2011-04,0.0671150914318055,27.432414076063367,36.957254028320335
2011-05,0.19750997348959132,26.865889157531115,33.0499206542969
2011-06,0.3500788267124513,26.790795665317148,32.3262878417969
2011-07,0.4630555768585296,26.54695031771098,33.46076354980471
2011-08,0.3466095809289378,26.07471571481358,32.09534606933596
2011-09,0.43836255401202706,25.642702717251268,30.820230102539085
2010-12,0.1511043125929845,24.859879471153363,30.924615478515648
2011-01,0.007517028981869345,24.427051417032885,31.122094726562523
2011-02,0.0011402595859060227,20.38138981070574,29.276834106445335
2012-01,0.016418614456195968,22.02456815576045,29.777017211914085
2012-02,0.010658231835691367,24.891420903699156,35.61135253906252
2012-03,0.02190184990282873,26.76190366847544,35.43006286621096
2012-04,0.09979671559305459,28.372262001037598,37.34908447265627
2012-05,0.3194331161537498,27.22568611227058,36.10328063964846
2012-06,0.19816612261979571,27.082773081461596,31.939431762695335
2012-07,0.32374504728535314,26.26145724634972,32.22841796875002
2012-08,0.39374399118631587,26.154999423283414,32.06731567382815
2012-09,0.20463036687147707,26.39555043114558,31.342568969726585
2011-12,0.05448487766591015,26.540190263973784,32.5142761230469
2012-01,0.031661663113862204,26.366219456990564,33.34090576171877
2012-02,0.004021680220738233,23.50750673765782,31.56238708496096
2013-01,0.00882622768258301,22.0900305142967,30.196008300781273
2013-02,0.0016942039198397651,26.27557214555287,34.97896728515627
2013-03,0.014288291103959239,28.19684484748433,37.59223327636721
2013-04,0.05189228745090091,29.438613658481188,40.090371704101585
2013-05,0.20669156095442176,28.200642317084885,37.9143005371094
2013-06,0.19944640434461292,27.093701638115817,32.99334106445315
2013-07,0.48382180990908097,26.223382752941518,32.55037841796877
2013-08,0.3203021242020867,26.408580747214728,32.54305419921877
2013-09,0.3555639018833716,25.93564476437041,31.646096801757835
2012-12,0.0851532906294139,24.976783801663316,31.07398376464846
2013-01,0.011079277590944514,24.73008467356368,31.89795837402346
2013-02,0.047367468585225225,18.78784873716296,27.99805603027346
2014-01,4.789663370274866e-05,19.747978423744144,29.780908203125023
2014-02,0.0011728494053855343,24.17744407653811,33.68657836914065
2014-03,0.01169262489167977,28.25045428532428,38.42354736328127
2014-04,0.1055888303626844,28.579813342624277,38.15178833007815
2014-05,0.15269044138015175,28.451930905413917,36.14272460937502
2014-06,0.3212870863108286,27.361288642883324,34.76575622558596
2014-07,0.40751834282866994,26.53528021535567,32.49447021484377
2014-08,0.3384932821722444,26.21169612023141,32.32167968750002
2014-09,0.26042514834472286,26.379028108384887,31.270196533203148
2013-12,0.025034869030079676,26.370760320848035,31.419366455078148
2014-01,0.04920129903914727,24.913287311130148,31.58454284667971
2014-02,0.0017069237667506343,21.25555910910333,29.966348266601585
2015-01,0.02323470194854238,20.720881890737928,30.81733093261721
2015-02,0.016308499200476945,23.57605923243932,34.79351196289065
2015-03,0.03247393131637821,27.930372328399358,37.11528930664065
2015-04,0.040470383219314954,28.92557383643259,38.833108520507835
2015-05,0.11413333988603114,29.537958768619035,37.22286376953127
2015-06,0.12182749995863063,28.620323244730628,35.18465576171877
2015-07,0.4639587666556473,27.032895927019013,36.63216552734377
2015-08,0.30459855919174217,26.720671508132796,32.27547607421877
2015-09,0.2511438247333935,26.435607528686546,31.979425048828148
2014-12,0.11973308074788847,25.93463324269942,30.87659606933596
2015-01,0.013715895455433724,26.095202403598364,32.005349731445335
2015-02,0.014076516382221627,23.39445543596821,31.30976257324221
2016-01,0.06888360664619952,21.87090326944991,31.587609863281273
2016-02,0.0001639501135528576,20.931354272776673,32.4969421386719
2016-03,0.0014730170706052093,27.864424190726368,37.8496032714844
2016-04,0.02698959242905019,31.478165732489742,40.24701843261721
2016-05,0.2077887436064998,29.129578772924276,38.62554321289065
2016-06,0.1950502518571895,27.410519854227744,32.65381774902346
2016-07,0.2708369066911196,26.802745806786334,32.69898376464846
2016-08,0.5026894671541768,26.676742438859833,32.32448730468752
2016-09,0.2537202879615741,26.453928735521117,32.26433715820315
2015-12,0.12969165964384288,26.570278934765895,31.430337524414085
2016-01,0.09176472057578167,24.13397384219701,30.006402587890648
2016-02,0.004938915020108681,22.397124370451934,29.930810546875023
2017-01,0.01855905901584265,23.31487057593563,29.72321472167971
2017-02,0.0010424080325961427,23.901189695085804,35.075051879882835
2017-03,0.07247367650844083,26.630103170743553,37.28255615234377
2017-04,0.038597271832841784,28.191132672627816,37.56267700195315
2017-05,0.31286346301099854,27.483609710201165,38.24982604980471
2017-06,0.3079452966619769,27.015914217631064,33.28504333496096
2017-07,0.4654835116511613,26.275572774743523,32.16889343261721
2017-08,0.40185738153078177,26.75964784929829,33.11296997070315
