"province_name","location","year","week","disease_cases","weekly_diarrhea_cases","population","rainfall","mean_temperature","max_temperature","min_temperature","rainsum_std"
"01 Vientiane Capital",1,2017,37,225,29,885910,49.6,29.3857142857143,33.1285714285714,25.6,0.473577409037763
"01 Vientiane Capital",1,2017,38,241,54,885910,82.4,28.6857142857143,32.3857142857143,24.9428571428571,1.2263589335017
"01 Vientiane Capital",1,2017,39,211,32,885910,23.9,29.3142857142857,33.0428571428571,25.5142857142857,-0.116254456167215
"01 Vientiane Capital",1,2017,40,202,33,885910,95.7,28.4,31.9,24.9,1.53160266140934
"01 Vientiane Capital",1,2017,41,197,40,885910,19.9,28.2285714285714,31.3,25.1142857142857,-0.208057081101841
"01 Vientiane Capital",1,2017,42,159,55,885910,25.9,27.6857142857143,31.1571428571429,24.1571428571429,-0.0703531436999011
"01 Vientiane Capital",1,2017,43,111,49,885910,0.4,28.1,31.7285714285714,24.4428571428571,-0.655594877658147
"01 Vientiane Capital",1,2017,44,109,29,885910,0,26.5285714285714,31.3571428571429,21.6571428571429,-0.66477514015161
"01 Vientiane Capital",1,2017,45,74,29,885910,0.2,25.7857142857143,29.2285714285714,22.2571428571429,-0.660185008904879
"01 Vientiane Capital",1,2017,46,76,39,885910,0,28.5714285714286,33.2571428571429,23.8285714285714,-0.66477514015161
"01 Vientiane Capital",1,2017,47,25,48,885910,0,27.2857142857143,31.0571428571429,23.4571428571429,-0.66477514015161
"01 Vientiane Capital",1,2017,48,61,37,885910,0,25.8,31.0285714285714,20.5571428571429,-0.66477514015161
"01 Vientiane Capital",1,2017,49,12,40,885910,0,25.3142857142857,30.2714285714286,20.3,-0.66477514015161
"01 Vientiane Capital",1,2017,50,22,56,885910,0,26.1714285714286,29.2285714285714,23.0571428571429,-0.66477514015161
"01 Vientiane Capital",1,2017,51,13,35,885910,0,20.2571428571429,25.7142857142857,14.7571428571429,-0.66477514015161
"01 Vientiane Capital",1,2017,52,3,30,885910,21.6,22.2,26.7714285714286,17.6142857142857,-0.169040965504625
"01 Vientiane Capital",1,2017,53,1,30,885910,0,25.55,30.4,20.7,-0.66477514015161
"01 Vientiane Capital",1,2018,1,7,128,906858,0,25.05,29.7333333333333,20.3666666666667,-0.66477514015161
"01 Vientiane Capital",1,2018,2,6,156,906858,0,22.8,25.9857142857143,19.5714285714286,-0.66477514015161
"01 Vientiane Capital",1,2018,3,5,249,906858,0,23.3142857142857,29.6285714285714,16.9714285714286,-0.66477514015161
"01 Vientiane Capital",1,2018,4,2,242,906858,0,25.8428571428571,31.4571428571429,20.2,-0.66477514015161
"01 Vientiane Capital",1,2018,5,3,177,906858,0,22.9714285714286,27.1571428571429,18.7571428571429,-0.66477514015161
"01 Vientiane Capital",1,2018,6,3,211,906858,0,21.1857142857143,26.7142857142857,15.6428571428571,-0.66477514015161
"01 Vientiane Capital",1,2018,7,10,342,906858,0,25.5285714285714,31.5428571428571,19.4714285714286,-0.66477514015161
"01 Vientiane Capital",1,2018,8,4,309,906858,25.2,27.3571428571429,31.4142857142857,23.2571428571429,-0.0864186030634609
"01 Vientiane Capital",1,2018,9,14,248,906858,0.5,28.1428571428571,33.6142857142857,22.6285714285714,-0.653299812034782
"01 Vientiane Capital",1,2018,10,8,249,906858,0,27.8285714285714,33.8,21.8142857142857,-0.66477514015161
"01 Vientiane Capital",1,2018,11,10,383,906858,14.4,26.6,31.6428571428571,21.5,-0.334285690386953
"01 Vientiane Capital",1,2018,12,4,498,906858,0,27.5571428571429,32.3571428571429,22.6857142857143,-0.66477514015161
"01 Vientiane Capital",1,2018,13,2,384,906858,0,28.1571428571429,32.5428571428571,23.7285714285714,-0.66477514015161
"01 Vientiane Capital",1,2018,14,1,258,906858,4.3,28.5571428571429,32.8285714285714,24.2571428571429,-0.566087318346886
"01 Vientiane Capital",1,2018,15,0,179,906858,0,29.6,35.8714285714286,23.2714285714286,-0.66477514015161
"01 Vientiane Capital",1,2018,16,6,284,906858,84.6,28.6714285714286,33.2428571428571,24.0428571428571,1.27685037721575
"01 Vientiane Capital",1,2018,17,13,205,906858,69.5,30.1571428571429,34.5571428571429,25.7285714285714,0.930295468087532
"01 Vientiane Capital",1,2018,18,3,178,906858,27.7,28.0857142857143,31.5285714285714,24.6285714285714,-0.0290419624793191
"01 Vientiane Capital",1,2018,19,4,207,906858,28.4,29.8857142857143,34.2428571428571,25.5142857142857,-0.0129765031157594
"01 Vientiane Capital",1,2018,20,2,284,906858,2.5,29.9,34.5285714285714,25.2428571428571,-0.607398499567468
"01 Vientiane Capital",1,2018,21,18,303,906858,116,29.4571428571429,33.3714285714286,25.5142857142857,1.99750098295257
"01 Vientiane Capital",1,2018,22,29,205,906858,125.5,28.8,32.4428571428571,25.1142857142857,2.21553221717231
