time_period,rainfall,mean_temperature,disease_cases,location
2010-08,3.041,20.02,228,Amazonas
2010-09,22.89,22.81,112,Amazonas
2010-10,99.431,23.55,220,Amazonas
2010-11,242.365,22.48,323,Amazonas
2010-12,265.316,23.61,654,Amazonas
2011-01,182.813,23.33,2390,Amazonas
2011-02,80.359,24.72,2129,Amazonas
2011-03,275.331,22.38,1562,Amazonas
2011-04,81.758,21.98,507,Amazonas
2011-05,12.068,20.12,248,Amazonas
2011-06,12.008,19.21,114,Amazonas
2011-07,5.348,19.36,55,Amazonas
2011-08,4.976,21.54,40,Amazonas
2011-09,5.651,22.23,25,Amazonas
2011-10,153.675,21.95,30,Amazonas
2011-11,182.387,21.22,30,Amazonas
2011-12,308.128,22.24,127,Amazonas
2012-01,226.19,22.48,114,Amazonas
2012-02,64.659,23.54,93,Amazonas
2012-03,100.818,23.58,40,Amazonas
2012-04,41.548,23.3,32,Amazonas
2012-05,51.452,19.92,30,Amazonas
2012-06,25.199,20.43,18,Amazonas
2012-07,7.97,19.62,27,Amazonas
2012-08,11.29,19.79,20,Amazonas
2012-09,22.197,22.99,32,Amazonas
2012-10,31.045,24.59,123,Amazonas
2012-11,302.778,22.34,166,Amazonas
2012-12,99.737,24.82,187,Amazonas
2013-01,247.866,23.46,836,Amazonas
2013-02,80.515,24.12,1037,Amazonas
2013-03,157.797,23.69,801,Amazonas
2013-04,93.88,21.31,542,Amazonas
2013-05,30.216,20.76,236,Amazonas
2013-06,25.438,20.29,227,Amazonas
2013-07,12.267,19.75,124,Amazonas
2013-08,7.45,20.6,81,Amazonas
2013-09,32.717,22.57,66,Amazonas
2013-10,92.552,22.43,74,Amazonas
2013-11,152.317,23.03,114,Amazonas
2013-12,339.076,23.02,177,Amazonas
2014-01,69.028,23.96,617,Amazonas
2014-02,46.881,24.43,638,Amazonas
2014-03,119.339,23.39,436,Amazonas
2014-04,64.242,22.69,499,Amazonas
2014-05,12.615,21.11,220,Amazonas
2014-06,12.618,20.23,158,Amazonas
2014-07,35.366,19.53,128,Amazonas
2014-08,6.685,20.65,134,Amazonas
2014-09,12.506,23.45,128,Amazonas
2014-10,73.762,24.08,82,Amazonas
2014-11,197.252,22.94,154,Amazonas
2014-12,153.039,23.14,171,Amazonas
2015-01,50.368,25.73,255,Amazonas
2015-02,165.328,23.9,238,Amazonas
2015-03,155.101,23.53,466,Amazonas
2015-04,69.185,22.71,428,Amazonas
2015-05,46.706,20.57,262,Amazonas
2015-06,15.698,20.03,155,Amazonas
2015-07,10.781,20.43,84,Amazonas
2015-08,8.067,21.14,66,Amazonas
2015-09,44.353,24.74,69,Amazonas
2015-10,44.704,26.18,71,Amazonas
2015-11,147.218,25.64,61,Amazonas
2015-12,137.238,25.4,68,Amazonas
2016-01,373.911,23.36,134,Amazonas
2016-02,71.936,25.09,357,Amazonas
2016-03,96.472,24.68,458,Amazonas
2016-04,25.371,24.58,519,Amazonas
2016-05,15.516,21.93,218,Amazonas
2016-06,27.827,19.99,148,Amazonas
2016-07,5.744,20.52,98,Amazonas
2016-08,13.05,21.8,78,Amazonas
2016-09,34.876,23.74,51,Amazonas
2016-10,94.906,23.9,35,Amazonas
2016-11,226.219,22.96,59,Amazonas
2016-12,182.89,23.75,73,Amazonas
2001-03,327.167,24.17,5918,Bahia
2001-04,302.691,24.39,5678,Bahia
2001-05,189.203,24.9,4901,Bahia
2001-06,169.732,24,2069,Bahia
2001-07,73.017,24.91,1179,Bahia
2001-08,25.582,26.81,683,Bahia
2001-09,87.205,26.38,606,Bahia
2001-10,102.901,26.94,571,Bahia
2001-11,128.511,26.66,769,Bahia
2001-12,185.591,26.09,948,Bahia
2002-01,290.762,24.79,5319,Bahia
2002-02,256.731,24.85,18451,Bahia
2002-03,321.734,24.75,28071,Bahia
2002-04,307.492,24.67,15497,Bahia
2002-05,204.875,24.97,5244,Bahia
2002-06,122.555,24.88,1700,Bahia
2002-07,50.472,25.95,1033,Bahia
2002-08,29.176,27.11,929,Bahia
2002-09,40.521,27.79,1018,Bahia
2002-10,72.713,27.24,871,Bahia
2002-11,112.577,26.73,862,Bahia
2002-12,204.564,25.69,1024,Bahia
2003-01,173.434,25.7,3341,Bahia
2003-02,328.492,24.5,6813,Bahia
2003-03,310.135,24.58,12555,Bahia
2003-04,313.227,24.66,10204,Bahia
2003-05,203.384,24.95,5631,Bahia
2003-06,107.765,24.94,1864,Bahia
2003-07,54.876,25.92,943,Bahia
2003-08,82.637,26.42,531,Bahia
2003-09,79.708,26.63,405,Bahia
2003-10,137.48,26.5,420,Bahia
2003-11,161.134,26.09,349,Bahia
2003-12,155.163,26.08,439,Bahia
2004-01,309.234,25.03,441,Bahia
2004-02,424.76,24.14,768,Bahia
2004-03,415.747,24.48,1258,Bahia
2004-04,297.342,24.93,729,Bahia
2004-05,180.95,25.19,612,Bahia
2004-06,83.484,25.03,376,Bahia
2004-07,86.526,25.14,264,Bahia
2004-08,55.418,26.36,151,Bahia
2004-09,70.574,26.83,95,Bahia
2004-10,130.732,26.81,68,Bahia
2004-11,97.392,27,138,Bahia
2004-12,177.79,26.36,297,Bahia
2005-01,258.312,25.76,1006,Bahia
2005-02,353.431,25,1920,Bahia
2005-03,388.705,24.76,5026,Bahia
2005-04,282.688,25.02,4862,Bahia
2005-05,188.244,25,3116,Bahia
2005-06,62.362,25.86,1053,Bahia
2005-07,52.454,26.29,506,Bahia
2005-08,34.212,27.5,358,Bahia
2005-09,40.534,28.08,287,Bahia
2005-10,73.399,27.59,274,Bahia
2005-11,141.652,26.96,359,Bahia
2005-12,349.067,24.7,428,Bahia
2006-01,310.669,24.81,899,Bahia
2006-02,300.818,24.67,1044,Bahia
2006-03,363.28,24.45,1540,Bahia
2006-04,367.864,24.18,1586,Bahia
2006-05,293.496,24.2,1205,Bahia
2006-06,85.291,25.15,447,Bahia
2006-07,56.9,26.27,274,Bahia
2006-08,31.077,27.27,189,Bahia
2006-09,44.904,27.72,154,Bahia
2006-10,87.413,27.59,255,Bahia
2006-11,213.812,26.01,425,Bahia
2006-12,170.253,25.9,431,Bahia
2007-01,192.111,25.87,967,Bahia
2007-02,295.329,24.84,1354,Bahia
2007-03,376.901,24.53,1981,Bahia
2007-04,318.76,24.68,1773,Bahia
2007-05,196.159,25.18,1372,Bahia
2007-06,65.687,25.43,655,Bahia
2007-07,65.003,26.16,688,Bahia
2007-08,38.514,27.04,463,Bahia
2007-09,38.932,27.75,268,Bahia
2007-10,120.386,26.77,399,Bahia
2007-11,137.605,26.68,575,Bahia
2007-12,257.673,25.12,579,Bahia
2008-01,340.509,24.26,1420,Bahia
2008-02,294.687,24.35,3068,Bahia
2008-03,403.756,23.97,6944,Bahia
2008-04,307.728,24.25,12212,Bahia
2008-05,277.025,24.35,5911,Bahia
2008-06,109.84,25,2047,Bahia
2008-07,43.2,26.18,933,Bahia
2008-08,37.732,27.36,540,Bahia
2008-09,54.054,27.61,338,Bahia
2008-10,108.998,27.15,829,Bahia
2008-11,174.686,26.63,1244,Bahia
2008-12,292.291,25.25,1278,Bahia
2009-01,307.595,24.75,6879,Bahia
2009-02,371.216,24.33,15536,Bahia
2009-03,399.392,24.57,33275,Bahia
2009-04,354.063,24.51,20957,Bahia
2009-05,317.812,24.23,9664,Bahia
2009-06,163.916,24.66,3330,Bahia
2009-07,39.705,25.97,1616,Bahia
2009-08,26.414,27.55,960,Bahia
2009-09,23.807,28.13,601,Bahia
2009-10,91.221,27.85,502,Bahia
2009-11,78.013,27.62,894,Bahia
2009-12,247.473,25.91,1464,Bahia
2010-01,280.333,25.31,2909,Bahia
2010-02,233.726,25.95,3958,Bahia
2010-03,247.547,26.16,8190,Bahia
2010-04,375.284,25.44,8561,Bahia
2010-05,204.235,25.85,9664,Bahia
2010-06,80.481,25.71,5192,Bahia
2010-07,75.077,26.27,2924,Bahia
2010-08,34.995,27.32,1708,Bahia
2010-09,30.497,28.33,1087,Bahia
2010-10,102.185,27.8,956,Bahia
2010-11,189.288,26.17,1648,Bahia
2010-12,247.058,25.37,2307,Bahia
2011-01,345.503,24.3,3218,Bahia
2011-02,353.036,24.26,4821,Bahia
2011-03,373.911,24.53,7429,Bahia
2011-04,375.968,24.21,8363,Bahia
2011-05,230.13,24.9,6672,Bahia
2011-06,75.561,25.68,3351,Bahia
2011-07,50.456,25.9,2062,Bahia
2011-08,34.931,27.36,1229,Bahia
2011-09,28.804,28.34,720,Bahia
2011-10,190.618,26.6,614,Bahia
2011-11,189.403,25.85,254,Bahia
2011-12,153.993,26.41,338,Bahia
2012-01,349.183,24.6,3526,Bahia
2012-02,322.864,24.3,5180,Bahia
2012-03,344.742,24.47,10020,Bahia
2012-04,231.451,25.03,10857,Bahia
2012-05,131.797,25.19,8484,Bahia
2012-06,85.249,25.1,3862,Bahia
2012-07,74.298,25.65,2524,Bahia
2012-08,34.711,27.01,1513,Bahia
2012-09,30.4,27.98,870,Bahia
2012-10,75.268,27.7,750,Bahia
2012-11,125.092,27.49,1154,Bahia
2012-12,210.903,25.7,1579,Bahia
2013-01,325.324,25.01,6119,Bahia
2013-02,311.16,24.79,12490,Bahia
2013-03,342.024,25.17,20009,Bahia
2013-04,283.3,25,16742,Bahia
2013-05,212.974,25.05,7250,Bahia
2013-06,82.601,25.53,2941,Bahia
2013-07,101.213,25.44,1570,Bahia
2013-08,63.091,26.75,958,Bahia
2013-09,78.177,26.84,778,Bahia
2013-10,111.225,27.04,630,Bahia
2013-11,205.752,25.74,675,Bahia
2013-12,193.282,25.96,621,Bahia
2014-01,250.105,24.98,941,Bahia
2014-02,340.775,24.42,1128,Bahia
2014-03,339.346,24.61,1613,Bahia
2014-04,295.909,24.81,3094,Bahia
2014-05,243.951,24.88,2754,Bahia
2014-06,97.945,25.54,1566,Bahia
2014-07,48.49,26.1,1010,Bahia
2014-08,29.681,27.16,715,Bahia
2014-09,27.949,27.78,671,Bahia
2014-10,101.008,27.3,659,Bahia
2014-11,120.361,26.97,516,Bahia
2014-12,160.475,26.43,516,Bahia
2015-01,225.847,25.27,996,Bahia
2015-02,260.531,24.91,2763,Bahia
2015-03,363.386,24.62,10427,Bahia
2015-04,259.809,24.9,11214,Bahia
2015-05,201.613,24.99,9143,Bahia
2015-06,80.263,25.58,5726,Bahia
2015-07,71.438,25.97,4973,Bahia
2015-08,17.058,27.68,3070,Bahia
2015-09,7.499,28.98,2406,Bahia
2015-10,40.756,29.11,1714,Bahia
2015-11,60.188,28.24,2783,Bahia
2015-12,91.296,27.67,4901,Bahia
2016-01,224.258,26.31,8131,Bahia
2016-02,193.698,26.04,22291,Bahia
2016-03,382.475,25.5,22865,Bahia
2016-04,264.878,25.77,10043,Bahia
2016-05,171.926,25.85,4197,Bahia
2016-06,81.025,25.5,1787,Bahia
2016-07,47.797,26.62,937,Bahia
2016-08,37.299,27.83,754,Bahia
2016-09,125.084,26.95,595,Bahia
2016-10,116.055,27.15,757,Bahia
2016-11,130.076,27.07,833,Bahia
2016-12,279.455,25.8,1187,Bahia
2001-03,94.09,26.03,5063,Ceara
2001-04,72.096,25.36,4816,Ceara
2001-05,12.652,26.38,6451,Ceara
2001-06,39.214,24.24,4507,Ceara
2001-07,22.663,24.12,2424,Ceara
2001-08,13.661,23.92,1681,Ceara
2001-09,8.995,25.6,1265,Ceara
2001-10,17.003,26.37,1732,Ceara
2001-11,11.592,26.99,1318,Ceara
2001-12,35.434,26.97,777,Ceara
2002-01,127.39,25.08,1750,Ceara
2002-02,63.558,25.85,3852,Ceara
2002-03,94.167,25.8,4159,Ceara
2002-04,49.456,25.91,2551,Ceara
2002-05,43.154,25.46,1703,Ceara
2002-06,87.517,23.73,1353,Ceara
2002-07,27.858,24.09,1221,Ceara
2002-08,18.243,24.08,1052,Ceara
2002-09,6.597,25.28,608,Ceara
2002-10,12.533,26.13,751,Ceara
2002-11,12.403,26.73,900,Ceara
2002-12,26.174,27.18,706,Ceara
2003-01,106.392,26.58,2292,Ceara
2003-02,68.428,26.01,4829,Ceara
2003-03,155.902,25.62,5671,Ceara
2003-04,48.808,25.88,6119,Ceara
2003-05,28.335,25.95,6667,Ceara
2003-06,55.968,24.23,4146,Ceara
2003-07,14.045,24.14,1678,Ceara
2003-08,11.242,24.87,758,Ceara
2003-09,11.704,25.57,452,Ceara
2003-10,8.951,26.59,471,Ceara
2003-11,8.297,27.35,514,Ceara
2003-12,19.327,27.4,370,Ceara
2004-01,295.43,25.44,389,Ceara
2004-02,141.147,24.84,672,Ceara
2004-03,53.324,25.67,496,Ceara
2004-04,63.088,26.13,270,Ceara
2004-05,65.147,25.03,328,Ceara
2004-06,89.671,23.52,462,Ceara
2004-07,37.994,23.38,385,Ceara
2004-08,16.722,24.32,396,Ceara
2004-09,10.771,25.22,214,Ceara
2004-10,7.806,26.37,177,Ceara
2004-11,6.76,26.81,169,Ceara
2004-12,13.017,27.25,104,Ceara
2005-01,54.179,27.08,1207,Ceara
2005-02,49.782,26.99,1480,Ceara
2005-03,125.075,26.88,1237,Ceara
2005-04,23.927,26.43,1322,Ceara
2005-05,67.81,25.24,2585,Ceara
2005-06,55.896,24.13,3702,Ceara
2005-07,15.37,23.88,6083,Ceara
2005-08,20.01,23.91,4949,Ceara
2005-09,9.51,25.27,2365,Ceara
2005-10,6.827,26.29,979,Ceara
2005-11,5.751,27.02,947,Ceara
2005-12,36.803,26.59,660,Ceara
2006-01,8.302,27.26,998,Ceara
2006-02,71.71,26.64,1119,Ceara
2006-03,94.513,26.03,1800,Ceara
2006-04,151.218,25.31,2807,Ceara
2006-05,67.596,24.86,5767,Ceara
2006-06,40.702,24.04,5834,Ceara
2006-07,21.733,23.89,4443,Ceara
2006-08,16.411,24.28,2675,Ceara
2006-09,8.818,25.39,1093,Ceara
2006-10,7.729,26.56,773,Ceara
2006-11,13.659,26.75,924,Ceara
2006-12,21.647,27.16,504,Ceara
2007-01,15.648,27.43,2168,Ceara
2007-02,155.446,26.08,2986,Ceara
2007-03,51.307,25.74,3689,Ceara
2007-04,75.107,26.13,5374,Ceara
2007-05,27.561,25.25,5853,Ceara
2007-06,38.431,24.14,5137,Ceara
2007-07,17.745,23.96,3397,Ceara
2007-08,17.98,23.66,2137,Ceara
2007-09,13.398,24.51,1282,Ceara
2007-10,7.382,25.94,1252,Ceara
2007-11,7.546,26.68,1071,Ceara
2007-12,15.123,26.69,1106,Ceara
2008-01,65.29,26.41,2486,Ceara
2008-02,56.989,26.52,4329,Ceara
2008-03,326.453,24.93,7619,Ceara
2008-04,155.715,24.39,18068,Ceara
2008-05,140.018,24.05,14270,Ceara
2008-06,29.688,23.47,5288,Ceara
2008-07,68.397,22.7,1184,Ceara
2008-08,33.88,23.5,556,Ceara
2008-09,10.887,25.24,336,Ceara
2008-10,11.36,26.06,347,Ceara
2008-11,5.369,26.74,367,Ceara
2008-12,11.497,27.08,509,Ceara
2009-01,60.362,26.59,644,Ceara
2009-02,114.532,25.47,1269,Ceara
2009-03,97.671,25.44,2512,Ceara
2009-04,194.519,24.72,946,Ceara
2009-05,168.546,24.05,627,Ceara
2009-06,51.63,23.74,370,Ceara
2009-07,37.701,23.69,193,Ceara
2009-08,26.086,24.08,139,Ceara
2009-09,10.795,25.3,135,Ceara
2009-10,5.115,26.32,213,Ceara
2009-11,9.872,26.59,530,Ceara
2009-12,30.407,26.76,633,Ceara
2010-01,83.922,25.82,1831,Ceara
2010-02,28.473,27.28,2223,Ceara
2010-03,50.67,27.48,2395,Ceara
2010-04,84.454,26.32,1847,Ceara
2010-05,22.022,26.81,2472,Ceara
2010-06,49.511,24.61,2060,Ceara
2010-07,34.338,23.96,1791,Ceara
2010-08,12.227,23.8,1475,Ceara
2010-09,11.145,24.74,1399,Ceara
2010-10,47.706,26.29,1793,Ceara
2010-11,6.153,26.72,2259,Ceara
2010-12,52.226,26.08,2883,Ceara
2011-01,120.275,25.64,5566,Ceara
2011-02,102.763,25.67,8590,Ceara
2011-03,79.662,25.53,13823,Ceara
2011-04,128.1,25.13,16164,Ceara
2011-05,136.09,23.96,9008,Ceara
2011-06,54.626,23.94,3165,Ceara
2011-07,114.11,22.93,1308,Ceara
2011-08,22.264,23.79,816,Ceara
2011-09,8.563,24.5,592,Ceara
2011-10,19.938,25.7,534,Ceara
2011-11,18.598,26.1,504,Ceara
2011-12,12.45,26.54,809,Ceara
2012-01,43.568,26.07,1999,Ceara
2012-02,58.323,25.94,2507,Ceara
2012-03,37.269,26.56,5045,Ceara
2012-04,15.495,26.84,10995,Ceara
2012-05,19.408,25.96,24489,Ceara
2012-06,28.833,24.84,6348,Ceara
2012-07,21.564,23.78,1929,Ceara
2012-08,8.314,23.79,771,Ceara
2012-09,5.678,24.98,417,Ceara
2012-10,8.887,25.73,338,Ceara
2012-11,3.895,26.8,402,Ceara
2012-12,7.982,27.07,475,Ceara
2013-01,18.394,27.3,926,Ceara
2013-02,22.125,27.46,1824,Ceara
2013-03,28.815,27.59,2778,Ceara
2013-04,57.637,26.7,5229,Ceara
2013-05,34.938,25.8,5062,Ceara
2013-06,28.839,24.94,4265,Ceara
2013-07,53.052,23.82,4370,Ceara
2013-08,23.594,24.44,3546,Ceara
2013-09,15.372,25.06,1402,Ceara
2013-10,12.455,26.03,738,Ceara
2013-11,20.512,26,665,Ceara
2013-12,41.69,26.28,574,Ceara
2014-01,25.367,26.67,1278,Ceara
2014-02,54.738,26.08,1554,Ceara
2014-03,74.432,26.03,1642,Ceara
2014-04,61.07,26.08,2405,Ceara
2014-05,78.259,24.85,3701,Ceara
2014-06,32.682,24.29,3784,Ceara
2014-07,35.842,23.83,3483,Ceara
2014-08,13.847,24,2089,Ceara
2014-09,17.975,24.9,1390,Ceara
2014-10,17.419,25.63,928,Ceara
2014-11,22.479,26.11,790,Ceara
2014-12,18.74,26.49,1209,Ceara
2015-01,16.786,26.95,1701,Ceara
2015-02,39.173,26.84,2573,Ceara
2015-03,102.138,25.98,6165,Ceara
2015-04,39.429,26.26,10783,Ceara
2015-05,21.703,26.52,17255,Ceara
2015-06,33.074,24.66,13234,Ceara
2015-07,41.478,23.95,6352,Ceara
2015-08,11.993,24.3,3663,Ceara
2015-09,8.559,25.51,1629,Ceara
2015-10,6.553,26.38,754,Ceara
2015-11,4.692,27.1,608,Ceara
2015-12,37.945,26.9,850,Ceara
2016-01,158.574,25.51,1654,Ceara
2016-02,52.982,26.11,3778,Ceara
2016-03,61.497,27.1,5717,Ceara
2016-04,44.207,26.28,9742,Ceara
2016-05,67.177,25.61,12049,Ceara
2016-06,17.691,25.03,7793,Ceara
2016-07,11.239,24.47,4827,Ceara
2016-08,8.259,24.83,2985,Ceara
2016-09,7.712,25.8,1425,Ceara
2016-10,7.168,26.7,1099,Ceara
2016-11,7.058,27.19,1751,Ceara
2016-12,17.378,27.29,1168,Ceara
2001-01,203.934,23.25,400,DistritoFederal
2001-02,241.954,23.13,220,DistritoFederal
2001-03,146.968,22.72,209,DistritoFederal
2001-04,98.278,21.47,190,DistritoFederal
2001-05,121.408,16.37,173,DistritoFederal
2001-06,117.1,15.03,92,DistritoFederal
2001-07,102.927,16,76,DistritoFederal
2001-08,61.699,18.21,32,DistritoFederal
2001-09,163.014,18.47,21,DistritoFederal
2001-10,111.419,20.22,32,DistritoFederal
2001-11,180.014,22.01,40,DistritoFederal
2001-12,159.984,21.56,56,DistritoFederal
2002-01,227.743,22.48,642,DistritoFederal
2002-02,139.871,21.84,1028,DistritoFederal
2002-03,89.168,23.94,891,DistritoFederal
2002-04,53.282,22.88,313,DistritoFederal
2002-05,193.206,18.77,110,DistritoFederal
2002-06,33.379,17.73,27,DistritoFederal
2002-07,83.508,15.38,30,DistritoFederal
2002-08,99.342,18.64,29,DistritoFederal
2002-09,117.026,17.68,6,DistritoFederal
2002-10,130.116,22.85,19,DistritoFederal
2002-11,200.623,21.76,38,DistritoFederal
2002-12,180.68,23.23,82,DistritoFederal
2003-01,253.3,23.12,189,DistritoFederal
2003-02,192.034,23.46,189,DistritoFederal
2003-03,132.148,22.31,152,DistritoFederal
2003-04,94.555,20.16,119,DistritoFederal
2003-05,44.382,16.62,79,DistritoFederal
2003-06,87.322,17.57,36,DistritoFederal
2003-07,75.92,16.31,39,DistritoFederal
2003-08,35.438,14.85,20,DistritoFederal
2003-09,99.934,18.43,6,DistritoFederal
2003-10,132.019,20.42,13,DistritoFederal
2003-11,142.799,21.26,9,DistritoFederal
2003-12,224.741,22.43,44,DistritoFederal
2004-01,132.979,22.63,63,DistritoFederal
2004-02,116.759,22.43,73,DistritoFederal
2004-03,115.817,21.75,50,DistritoFederal
2004-04,118.568,21.02,22,DistritoFederal
2004-05,273.228,15.34,14,DistritoFederal
2004-06,86.304,15.27,7,DistritoFederal
2004-07,118.703,15.09,11,DistritoFederal
2004-08,24.53,16.73,4,DistritoFederal
2004-09,81.142,21.1,3,DistritoFederal
2004-10,242.069,19.67,6,DistritoFederal
2004-11,173.833,20.71,3,DistritoFederal
2004-12,147.034,21.54,5,DistritoFederal
2005-01,246.119,22.58,35,DistritoFederal
2005-02,52.601,23.11,44,DistritoFederal
2005-03,75.648,22.85,64,DistritoFederal
2005-04,133.296,21.47,63,DistritoFederal
2005-05,102.184,18.44,44,DistritoFederal
2005-06,66.195,17.76,23,DistritoFederal
2005-07,62.226,14.69,41,DistritoFederal
2005-08,66.247,18.03,19,DistritoFederal
2005-09,230.21,16.48,8,DistritoFederal
2005-10,287.109,20.8,9,DistritoFederal
2005-11,107.788,21.07,10,DistritoFederal
2005-12,100.855,22.19,14,DistritoFederal
2006-01,152.377,23.96,77,DistritoFederal
2006-02,161.19,22.98,50,DistritoFederal
2006-03,138.475,22.67,80,DistritoFederal
2006-04,47.345,19.86,91,DistritoFederal
2006-05,18.744,15.8,81,DistritoFederal
2006-06,43.13,16.94,33,DistritoFederal
2006-07,54.263,17.26,12,DistritoFederal
2006-08,54.143,17.91,8,DistritoFederal
2006-09,145.57,17.59,14,DistritoFederal
2006-10,81.488,21.32,9,DistritoFederal
2006-11,175.734,21.73,24,DistritoFederal
2006-12,192.43,23.22,40,DistritoFederal
2007-01,245.994,22.8,103,DistritoFederal
2007-02,175.817,22.75,139,DistritoFederal
2007-03,121.645,23.11,213,DistritoFederal
2007-04,87.049,21.37,166,DistritoFederal
2007-05,119.284,16.45,141,DistritoFederal
2007-06,15.388,16.54,59,DistritoFederal
2007-07,130.962,14.5,76,DistritoFederal
2007-08,34.508,17.15,36,DistritoFederal
2007-09,46.886,21.22,21,DistritoFederal
2007-10,100.444,21.85,61,DistritoFederal
2007-11,188.002,20.98,64,DistritoFederal
2007-12,189.816,22.68,41,DistritoFederal
2008-01,206.588,21.9,153,DistritoFederal
2008-02,201.023,22.14,149,DistritoFederal
2008-03,101.548,21.35,282,DistritoFederal
2008-04,151.129,19.44,420,DistritoFederal
2008-05,78.942,16.18,178,DistritoFederal
2008-06,108.136,14.68,56,DistritoFederal
2008-07,40.338,16.72,20,DistritoFederal
2008-08,164.916,17.77,35,DistritoFederal
2008-09,82.724,17.12,21,DistritoFederal
2008-10,216.294,20.66,24,DistritoFederal
2008-11,181.918,20.82,15,DistritoFederal
2008-12,92.89,22.67,45,DistritoFederal
2009-01,249.242,21.85,75,DistritoFederal
2009-02,174.941,23,81,DistritoFederal
2009-03,79.099,22.93,106,DistritoFederal
2009-04,40.114,20.94,111,DistritoFederal
2009-05,117.246,17.89,129,DistritoFederal
2009-06,94.515,13.69,60,DistritoFederal
2009-07,213.312,14.84,49,DistritoFederal
2009-08,98.663,16.78,17,DistritoFederal
2009-09,221.042,18.74,11,DistritoFederal
2009-10,253.102,19.99,13,DistritoFederal
2009-11,211.019,23.58,42,DistritoFederal
2009-12,198.757,22.81,88,DistritoFederal
2010-01,279.389,23.02,987,DistritoFederal
2010-02,183.098,23.74,2515,DistritoFederal
2010-03,155.784,22.34,3665,DistritoFederal
2010-04,155.722,19.59,3445,DistritoFederal
2010-05,109.585,16.23,3005,DistritoFederal
2010-06,48.293,15.65,726,DistritoFederal
2010-07,94.036,16.02,218,DistritoFederal
2010-08,38.169,16.26,114,DistritoFederal
2010-09,137.43,19.62,82,DistritoFederal
2010-10,189.931,18.67,77,DistritoFederal
2010-11,127.617,20.39,65,DistritoFederal
2010-12,239.878,22.03,152,DistritoFederal
2011-01,232.731,23.26,216,DistritoFederal
2011-02,285.854,22.7,179,DistritoFederal
2011-03,127.896,21.44,242,DistritoFederal
2011-04,102.222,20.15,280,DistritoFederal
2011-05,23.079,16.64,269,DistritoFederal
2011-06,100.85,14.4,73,DistritoFederal
2011-07,133.46,16.01,50,DistritoFederal
2011-08,141.689,16.57,29,DistritoFederal
2011-09,79.336,18.17,22,DistritoFederal
2011-10,214.191,20.29,20,DistritoFederal
2011-11,145.559,20.25,13,DistritoFederal
2011-12,113.525,22.36,27,DistritoFederal
2012-01,199.594,22.07,156,DistritoFederal
2012-02,143.253,23.83,151,DistritoFederal
2012-03,68.552,22.12,221,DistritoFederal
2012-04,168.637,20.31,215,DistritoFederal
2012-05,87.197,16.85,204,DistritoFederal
2012-06,224.989,15.83,106,DistritoFederal
2012-07,97.049,15.34,91,DistritoFederal
2012-08,12.445,18.73,77,DistritoFederal
2012-09,60.407,20.1,51,DistritoFederal
2012-10,125.401,21.98,52,DistritoFederal
2012-11,99.901,21.98,53,DistritoFederal
2012-12,218.033,24.31,101,DistritoFederal
2013-01,137.744,22.43,590,DistritoFederal
2013-02,242.749,22.45,976,DistritoFederal
2013-03,219.487,21.18,2981,DistritoFederal
2013-04,116.277,19.19,4573,DistritoFederal
2013-05,150.807,17.62,4695,DistritoFederal
2013-06,307.706,16.14,2557,DistritoFederal
2013-07,101.233,14.59,1477,DistritoFederal
2013-08,40.092,15.82,825,DistritoFederal
2013-09,160.841,18.59,381,DistritoFederal
2013-10,130.225,19.78,205,DistritoFederal
2013-11,117.768,21.48,186,DistritoFederal
2013-12,132.741,23.31,294,DistritoFederal
2014-01,185.922,23.73,720,DistritoFederal
2014-02,129.976,24.13,1530,DistritoFederal
2014-03,177.135,21.67,1315,DistritoFederal
2014-04,102.708,20.28,2469,DistritoFederal
2014-05,125.394,17.35,3311,DistritoFederal
2014-06,186.667,16.65,2093,DistritoFederal
2014-07,81.451,15.5,1449,DistritoFederal
2014-08,51.649,17.59,378,DistritoFederal
2014-09,219.943,19.88,149,DistritoFederal
2014-10,45.205,22.26,37,DistritoFederal
2014-11,163.249,21.74,67,DistritoFederal
2014-12,194.859,22.66,105,DistritoFederal
2015-01,181.28,24.11,302,DistritoFederal
2015-02,201.945,22.66,612,DistritoFederal
2015-03,174.273,21.74,1039,DistritoFederal
2015-04,85.956,20.12,2329,DistritoFederal
2015-05,125.208,17.54,2522,DistritoFederal
2015-06,78.417,16.64,1674,DistritoFederal
2015-07,261.377,16.29,570,DistritoFederal
2015-08,43.427,19.24,239,DistritoFederal
2015-09,209.364,20.3,107,DistritoFederal
2015-10,198.964,21.81,141,DistritoFederal
2015-11,307.504,21.63,254,DistritoFederal
2015-12,305.78,22.79,463,DistritoFederal
2016-01,203.241,23.35,1791,DistritoFederal
2016-02,283.262,23.49,4742,DistritoFederal
2016-03,133.993,21.56,5670,DistritoFederal
2016-04,68.45,22.51,3427,DistritoFederal
2016-05,205.114,16.13,2027,DistritoFederal
2016-06,98.695,13.27,951,DistritoFederal
2016-07,54.037,15.51,378,DistritoFederal
2016-08,165.792,16.84,169,DistritoFederal
2016-09,60.984,17.3,105,DistritoFederal
2016-10,159.003,20.08,90,DistritoFederal
2016-11,94.06,21.52,97,DistritoFederal
2016-12,204.545,22.55,144,DistritoFederal
2001-03,109.024,25.18,1360,EspiritoSanto
2001-04,33.49,25.06,1409,EspiritoSanto
2001-05,17.454,25.6,1095,EspiritoSanto
