time_period,rainfall,mean_temperature,disease_cases,location
2001-06,47.97,22.88,644,EspiritoSanto
2001-07,34.401,22.52,441,EspiritoSanto
2001-08,25.994,22.13,176,EspiritoSanto
2001-09,14.556,24.44,105,EspiritoSanto
2001-10,22.789,25.8,101,EspiritoSanto
2001-11,14.611,26.97,145,EspiritoSanto
2001-12,59.59,26.72,138,EspiritoSanto
2002-01,164.081,24.15,1786,EspiritoSanto
2002-02,66.726,25.02,6530,EspiritoSanto
2002-03,72.536,25.4,8814,EspiritoSanto
2002-04,33.929,25.25,3602,EspiritoSanto
2002-05,43.722,24.42,1673,EspiritoSanto
2002-06,58.466,22.83,840,EspiritoSanto
2002-07,28.995,22.99,425,EspiritoSanto
2002-08,24.765,22.73,296,EspiritoSanto
2002-09,9.858,24.82,224,EspiritoSanto
2002-10,13.421,25.77,241,EspiritoSanto
2002-11,14.465,26.74,422,EspiritoSanto
2002-12,41.515,27.01,604,EspiritoSanto
2003-01,88.643,26.87,2865,EspiritoSanto
2003-02,69.017,25.54,10193,EspiritoSanto
2003-03,117.226,25.6,10003,EspiritoSanto
2003-04,28.487,25.95,3221,EspiritoSanto
2003-05,47.56,24.91,1519,EspiritoSanto
2003-06,49.474,23.42,745,EspiritoSanto
2003-07,23.82,22.63,234,EspiritoSanto
2003-08,15.429,23.75,76,EspiritoSanto
2003-09,18.049,24.57,74,EspiritoSanto
2003-10,14.031,25.72,91,EspiritoSanto
2003-11,22.748,26.62,120,EspiritoSanto
2003-12,18.031,27.52,249,EspiritoSanto
2004-01,320.866,25.03,317,EspiritoSanto
2004-02,132.353,24.42,506,EspiritoSanto
2004-03,48.12,25.29,951,EspiritoSanto
2004-04,31.682,25.77,634,EspiritoSanto
2004-05,48.41,24.59,554,EspiritoSanto
2004-06,91.578,22.65,208,EspiritoSanto
2004-07,39.16,22.18,122,EspiritoSanto
2004-08,24.954,22.94,63,EspiritoSanto
2004-09,18.762,23.8,27,EspiritoSanto
2004-10,9.427,26.05,24,EspiritoSanto
2004-11,14.952,26.57,35,EspiritoSanto
2004-12,18.436,27.28,77,EspiritoSanto
2005-01,64.631,26.65,154,EspiritoSanto
2005-02,81.765,26.28,350,EspiritoSanto
2005-03,101.521,26.35,489,EspiritoSanto
2005-04,32.933,25.39,471,EspiritoSanto
2005-05,79.921,24.01,517,EspiritoSanto
2005-06,51.142,23.19,314,EspiritoSanto
2005-07,24.877,22.25,135,EspiritoSanto
2005-08,29.433,22.54,86,EspiritoSanto
2005-09,14.117,24.55,47,EspiritoSanto
2005-10,9.35,25.95,78,EspiritoSanto
2005-11,12.458,27.14,44,EspiritoSanto
2005-12,85.184,25.7,31,EspiritoSanto
2006-01,11.396,26.57,440,EspiritoSanto
2006-02,96.289,25.91,1080,EspiritoSanto
2006-03,119.197,25.39,1760,EspiritoSanto
2006-04,109.246,24.64,2396,EspiritoSanto
2006-05,63.542,23.84,2560,EspiritoSanto
2006-06,53.349,22.41,845,EspiritoSanto
2006-07,37.722,21.99,366,EspiritoSanto
2006-08,19.046,22.88,199,EspiritoSanto
2006-09,13.167,24.36,92,EspiritoSanto
2006-10,15.322,26.02,104,EspiritoSanto
2006-11,19.147,26.53,136,EspiritoSanto
2006-12,16.164,27.37,116,EspiritoSanto
2007-01,19.411,27.54,556,EspiritoSanto
2007-02,204.152,25.34,835,EspiritoSanto
2007-03,60.033,24.52,1062,EspiritoSanto
2007-04,49.98,25.33,1550,EspiritoSanto
2007-05,35.039,23.96,1118,EspiritoSanto
2007-06,40.061,22.86,546,EspiritoSanto
2007-07,23.926,22.65,425,EspiritoSanto
2007-08,31.641,22.11,142,EspiritoSanto
2007-09,22.343,23.13,104,EspiritoSanto
2007-10,10.47,25.19,96,EspiritoSanto
2007-11,12.519,26.58,135,EspiritoSanto
2007-12,17.107,26.54,164,EspiritoSanto
2008-01,69.618,26.26,471,EspiritoSanto
2008-02,116.793,25.62,1030,EspiritoSanto
2008-03,253.363,24.23,4778,EspiritoSanto
2008-04,133.559,23.97,8441,EspiritoSanto
2008-05,68.373,23.44,4930,EspiritoSanto
2008-06,30.403,22.33,1594,EspiritoSanto
2008-07,49.787,21.54,369,EspiritoSanto
2008-08,34.097,22.38,230,EspiritoSanto
2008-09,12.601,24.42,128,EspiritoSanto
2008-10,13.879,25.47,213,EspiritoSanto
2008-11,5.195,27.17,444,EspiritoSanto
2008-12,26.292,26.82,707,EspiritoSanto
2009-01,54.524,26.53,2775,EspiritoSanto
2009-02,115.576,25.01,5192,EspiritoSanto
2009-03,95.727,25.39,6983,EspiritoSanto
2009-04,183.678,24.37,6527,EspiritoSanto
2009-05,175.35,23.08,7504,EspiritoSanto
2009-06,43.377,22.76,2624,EspiritoSanto
2009-07,40.914,22.57,775,EspiritoSanto
2009-08,36.984,22.78,448,EspiritoSanto
2009-09,11.329,24.76,150,EspiritoSanto
2009-10,22.214,26.32,86,EspiritoSanto
2009-11,9.976,26.63,237,EspiritoSanto
2009-12,38.013,26.74,617,EspiritoSanto
2010-01,102.006,25.18,691,EspiritoSanto
2010-02,46.122,26.62,1082,EspiritoSanto
2010-03,61.687,27.07,2933,EspiritoSanto
2010-04,118.713,25.13,4105,EspiritoSanto
2010-05,24.856,25.32,4898,EspiritoSanto
2010-06,68.711,22.9,2733,EspiritoSanto
2010-07,34.755,22.42,1623,EspiritoSanto
2010-08,20.513,22.22,1240,EspiritoSanto
2010-09,20.339,23.47,675,EspiritoSanto
2010-10,58.923,25.79,619,EspiritoSanto
2010-11,7.532,26.65,1154,EspiritoSanto
2010-12,68.794,25.74,1586,EspiritoSanto
2011-01,84.42,25.49,2651,EspiritoSanto
2011-02,107.081,25.43,4213,EspiritoSanto
2011-03,92.212,25.32,5765,EspiritoSanto
2011-04,98.367,24.78,7024,EspiritoSanto
2011-05,99.486,23.21,7588,EspiritoSanto
2011-06,36.919,22.96,2991,EspiritoSanto
2011-07,70.426,21.98,1167,EspiritoSanto
2011-08,21.4,22.77,552,EspiritoSanto
2011-09,18.663,23.13,240,EspiritoSanto
2011-10,37.204,25.03,270,EspiritoSanto
2011-11,25.243,25.62,229,EspiritoSanto
2011-12,13.317,26.62,260,EspiritoSanto
2012-01,40.113,26,912,EspiritoSanto
2012-02,47.291,25.67,783,EspiritoSanto
2012-03,21.539,26.47,945,EspiritoSanto
2012-04,12.16,26.24,1104,EspiritoSanto
2012-05,20.022,25.03,987,EspiritoSanto
2012-06,23.828,23.91,951,EspiritoSanto
2012-07,23.61,22.39,833,EspiritoSanto
2012-08,18.83,22.17,564,EspiritoSanto
2012-09,8.697,23.97,581,EspiritoSanto
2012-10,9.763,25,722,EspiritoSanto
2012-11,8.461,27.21,905,EspiritoSanto
2012-12,9.981,27.16,2149,EspiritoSanto
2013-01,41.396,26.81,6206,EspiritoSanto
2013-02,15.377,27.19,9358,EspiritoSanto
2013-03,46.554,27.07,15787,EspiritoSanto
2013-04,58.795,25.89,14389,EspiritoSanto
2013-05,38.119,24.61,9942,EspiritoSanto
2013-06,27.337,23.99,4052,EspiritoSanto
2013-07,77.728,22.58,2295,EspiritoSanto
2013-08,27.192,23.03,1278,EspiritoSanto
2013-09,16.53,24.33,960,EspiritoSanto
2013-10,18.512,25.44,714,EspiritoSanto
2013-11,28.45,25.65,636,EspiritoSanto
2013-12,64.711,25.98,719,EspiritoSanto
2014-01,20.579,26.21,2758,EspiritoSanto
2014-02,48.982,25.61,2158,EspiritoSanto
2014-03,58.913,25.74,2243,EspiritoSanto
2014-04,78.338,25.28,2515,EspiritoSanto
2014-05,64.761,23.88,2525,EspiritoSanto
2014-06,34.271,23.24,2034,EspiritoSanto
2014-07,31.724,22.58,1407,EspiritoSanto
2014-08,21.249,22.55,945,EspiritoSanto
2014-09,20.626,24.17,844,EspiritoSanto
2014-10,23.469,24.85,577,EspiritoSanto
2014-11,50.899,25.69,625,EspiritoSanto
2014-12,28.731,25.9,658,EspiritoSanto
2015-01,19.732,26.65,1097,EspiritoSanto
2015-02,60.739,26.11,646,EspiritoSanto
2015-03,77.656,25.97,1269,EspiritoSanto
2015-04,32.006,26.32,2334,EspiritoSanto
2015-05,32.991,25.35,4146,EspiritoSanto
2015-06,37.317,23.55,3690,EspiritoSanto
2015-07,49.156,22.79,2992,EspiritoSanto
2015-08,17.133,23.11,2614,EspiritoSanto
2015-09,9.463,25.04,2603,EspiritoSanto
2015-10,8.263,26.13,3598,EspiritoSanto
2015-11,4.937,27.63,3994,EspiritoSanto
2015-12,24.471,27.21,6679,EspiritoSanto
2016-01,178.818,25.17,9814,EspiritoSanto
2016-02,39.78,25.83,10671,EspiritoSanto
2016-03,61.251,26.74,9875,EspiritoSanto
2016-04,32.546,25.98,6448,EspiritoSanto
2016-05,58.091,24.83,2222,EspiritoSanto
2016-06,20.256,23.88,625,EspiritoSanto
2016-07,17.433,22.97,401,EspiritoSanto
2016-08,10.64,23.6,354,EspiritoSanto
2016-09,10.055,24.99,337,EspiritoSanto
2016-10,9.404,26.46,324,EspiritoSanto
2016-11,9.112,27.16,508,EspiritoSanto
2016-12,24.23,27.11,972,EspiritoSanto
2001-03,212.497,24.77,2384,Goias
2001-04,144.152,25.33,1734,Goias
2001-05,37.314,26.51,1037,Goias
2001-06,21.869,26.16,501,Goias
2001-07,3.061,26.7,280,Goias
2001-08,0.253,26.81,147,Goias
2001-09,11.182,28.6,220,Goias
2001-10,28.521,29.06,355,Goias
2001-11,66.785,28.65,855,Goias
2001-12,99.962,27.8,867,Goias
2002-01,323.968,24.47,4024,Goias
2002-02,96.452,25.79,8501,Goias
2002-03,180.047,25.54,5892,Goias
2002-04,129.115,25.53,1895,Goias
2002-05,62.275,26.44,713,Goias
2002-06,8.179,26.53,206,Goias
2002-07,4.412,27.14,168,Goias
2002-08,0.4,27.53,284,Goias
2002-09,6.609,28.77,282,Goias
2002-10,4.94,29.96,177,Goias
2002-11,47.295,28.92,392,Goias
2002-12,133.761,27.56,485,Goias
2003-01,185.327,26.34,1194,Goias
2003-02,184.478,25.52,1924,Goias
2003-03,229.74,25.12,1739,Goias
2003-04,82.708,25.98,1409,Goias
2003-05,43.436,26.39,874,Goias
2003-06,11.654,26.48,383,Goias
2003-07,2.061,26.23,220,Goias
2003-08,3.096,27.97,164,Goias
2003-09,1.364,29.15,135,Goias
2003-10,2.715,30.2,209,Goias
2003-11,64.511,28.57,258,Goias
2003-12,98.934,27.64,337,Goias
2004-01,491.628,25.11,887,Goias
2004-02,262.831,24.71,1200,Goias
2004-03,149.17,25.29,1245,Goias
2004-04,60.126,26.03,914,Goias
2004-05,23.363,26.44,637,Goias
2004-06,8.699,26.01,237,Goias
2004-07,4.713,26.15,106,Goias
2004-08,0.966,27.47,70,Goias
2004-09,0.406,28.75,64,Goias
2004-10,21.798,29.56,94,Goias
2004-11,51.485,29.14,182,Goias
2004-12,74.67,28.28,284,Goias
2005-01,203.398,26.32,724,Goias
2005-02,186.874,26.03,1711,Goias
2005-03,229.148,25.6,3316,Goias
2005-04,75.896,26.19,4458,Goias
2005-05,58.654,25.62,3375,Goias
2005-06,7.797,26.39,1492,Goias
2005-07,1.184,26.17,493,Goias
2005-08,0.318,27.36,371,Goias
2005-09,2.413,29.15,297,Goias
2005-10,1.785,30.17,589,Goias
2005-11,62.654,29.31,1158,Goias
2005-12,147.171,26.71,1537,Goias
2006-01,63.506,27.7,4528,Goias
2006-02,233.522,25.36,4617,Goias
2006-03,303.804,24.79,5000,Goias
2006-04,217.665,24.54,4734,Goias
2006-05,54.015,25.4,2654,Goias
2006-06,7.84,25.54,687,Goias
2006-07,1.347,25.95,272,Goias
2006-08,0.528,27.08,165,Goias
2006-09,4.286,28.56,175,Goias
2006-10,56.08,29.08,344,Goias
2006-11,52.276,27.98,656,Goias
2006-12,77.396,27.81,796,Goias
2007-01,72.215,27.98,1795,Goias
2007-02,304.31,24.89,2513,Goias
2007-03,87.118,25.7,3016,Goias
2007-04,109.088,26.25,2013,Goias
2007-05,21.439,26.92,1273,Goias
2007-06,4.887,26.43,763,Goias
2007-07,1.064,26.95,440,Goias
2007-08,0.417,26.82,298,Goias
2007-09,0.171,28.36,205,Goias
2007-10,3.021,30.05,438,Goias
2007-11,64.294,29.46,716,Goias
2007-12,75.544,27.49,1048,Goias
2008-01,203.513,25.87,2639,Goias
2008-02,163.344,25.55,4069,Goias
2008-03,357.081,24.1,8801,Goias
2008-04,204.116,24.58,12689,Goias
2008-05,65.697,25.24,4843,Goias
2008-06,3.676,25.49,1420,Goias
2008-07,1.576,25.52,474,Goias
2008-08,1.538,27.04,322,Goias
2008-09,0.725,29.2,264,Goias
2008-10,2.26,30.09,557,Goias
2008-11,30.667,29.65,952,Goias
2008-12,124.865,26.97,1290,Goias
2009-01,175.751,26.34,2324,Goias
2009-02,219.016,25.06,3688,Goias
2009-03,226.358,25.09,6192,Goias
2009-04,328.029,24.32,5638,Goias
2009-05,236.712,24.13,3924,Goias
2009-06,23.093,24.93,1955,Goias
2009-07,7.805,25.72,1303,Goias
2009-08,4.296,26.89,1684,Goias
2009-09,0.434,29.18,1235,Goias
2009-10,70.203,28.26,2102,Goias
2009-11,10.315,28.95,5139,Goias
2009-12,108.086,27.39,8341,Goias
2010-01,149.326,26.02,26073,Goias
2010-02,87.945,27.62,21997,Goias
2010-03,148.538,26.94,17489,Goias
2010-04,116.088,26.32,12252,Goias
2010-05,29.124,27.99,7719,Goias
2010-06,19.472,26.49,2507,Goias
2010-07,2.312,26.7,1217,Goias
2010-08,0.239,26.98,1241,Goias
2010-09,0.186,28.62,1618,Goias
2010-10,83.501,29.11,2112,Goias
2010-11,37.892,28.68,2627,Goias
2010-12,159.575,26.38,5195,Goias
2011-01,175.15,25.37,3982,Goias
2011-02,268.03,24.77,4362,Goias
2011-03,206.882,24.79,4795,Goias
2011-04,133.01,25.13,4318,Goias
2011-05,74.526,25.51,3229,Goias
2011-06,5.327,26.16,1143,Goias
2011-07,11.881,25.75,536,Goias
2011-08,3.077,27.25,373,Goias
2011-09,0.118,28.27,429,Goias
2011-10,80.07,28.13,574,Goias
2011-11,65.06,27.37,254,Goias
2011-12,39.6,28.2,427,Goias
2012-01,132.101,26.57,2413,Goias
2012-02,147.743,25.67,2593,Goias
2012-03,106.566,26.3,2746,Goias
2012-04,38.009,27.49,2673,Goias
2012-05,6.806,28.16,2982,Goias
2012-06,6.633,27.76,2161,Goias
2012-07,0.624,27.21,1306,Goias
2012-08,0.184,27.16,973,Goias
2012-09,0.141,29.26,1012,Goias
2012-10,0.919,30.41,1320,Goias
2012-11,88.975,28.72,1841,Goias
2012-12,44.777,28.35,2707,Goias
2013-01,171.431,26.52,18261,Goias
2013-02,51.925,27.99,26674,Goias
2013-03,199.112,27.28,31815,Goias
2013-04,134.209,25.63,25401,Goias
2013-05,40.293,26.73,13280,Goias
2013-06,16.176,27.23,5375,Goias
2013-07,6.838,27.16,2162,Goias
2013-08,0.633,28.05,1464,Goias
2013-09,0.831,29.38,1117,Goias
2013-10,19.672,29.44,1576,Goias
2013-11,90.261,28.18,2099,Goias
2013-12,148.29,26.71,2783,Goias
2014-01,69.753,26.67,8619,Goias
2014-02,140.032,26.08,12103,Goias
2014-03,160.174,25.48,12545,Goias
2014-04,138.97,25.48,16212,Goias
2014-05,32.034,26.27,16586,Goias
2014-06,2.422,27.05,9133,Goias
2014-07,5.055,26.95,4165,Goias
2014-08,0.338,27.49,2756,Goias
2014-09,1.616,29.1,2234,Goias
2014-10,10.79,29.48,2801,Goias
2014-11,83.17,28.15,3304,Goias
2014-12,73.957,27.62,4778,Goias
2015-01,63.018,27.56,11807,Goias
2015-02,177.385,26.22,19384,Goias
2015-03,176.951,25.51,32274,Goias
2015-04,93.843,25.82,29817,Goias
2015-05,26.293,26.94,34411,Goias
2015-06,7.675,26.98,18369,Goias
2015-07,11.387,26.95,6156,Goias
2015-08,0.148,27.83,3116,Goias
2015-09,0.393,29.89,1842,Goias
2015-10,11.107,30.6,2272,Goias
2015-11,22.419,30.24,3715,Goias
2015-12,25.851,30.12,7364,Goias
2016-01,359.367,25.61,16346,Goias
2016-02,69.799,26.8,30447,Goias
2016-03,138.795,27.28,32763,Goias
2016-04,48.621,27.99,22711,Goias
2016-05,21.027,28.36,11271,Goias
2016-06,3.818,27.56,4564,Goias
2016-07,1.126,27.23,2060,Goias
2016-08,0.37,28.41,1712,Goias
2016-09,9.016,29.63,1675,Goias
2016-10,25.499,29.91,2058,Goias
2016-11,54.057,29.74,2656,Goias
2016-12,92.061,28.09,3391,Goias
2001-03,250.64,24.84,1527,Maranhao
2001-04,143.514,25.02,1119,Maranhao
2001-05,96.436,24.63,1099,Maranhao
2001-06,39.348,22.98,564,Maranhao
2001-07,45.902,24.73,367,Maranhao
2001-08,16.303,27.11,231,Maranhao
2001-09,120.683,25.83,164,Maranhao
2001-10,161.393,26.4,142,Maranhao
2001-11,223.676,25.74,166,Maranhao
2001-12,308.984,25,259,Maranhao
2002-01,267.546,25.31,945,Maranhao
2002-02,299.222,25.15,2270,Maranhao
2002-03,217.671,25.38,2414,Maranhao
2002-04,151.128,25.22,1351,Maranhao
2002-05,85.164,25.09,797,Maranhao
2002-06,16.634,24.84,406,Maranhao
2002-07,45.332,25.65,326,Maranhao
2002-08,78.032,26.24,362,Maranhao
2002-09,112.503,26.09,254,Maranhao
2002-10,136.495,26.9,455,Maranhao
2002-11,173.792,25.98,610,Maranhao
2002-12,252.48,25.54,555,Maranhao
2003-01,268.33,25.61,1852,Maranhao
2003-02,257.575,25.24,1963,Maranhao
2003-03,320.456,24.67,1673,Maranhao
2003-04,195.3,24.74,1210,Maranhao
2003-05,122.604,24.7,782,Maranhao
2003-06,46.918,24.69,398,Maranhao
2003-07,4.415,25.59,253,Maranhao
2003-08,51.211,25.55,169,Maranhao
2003-09,129.4,25.68,102,Maranhao
2003-10,162.203,25.86,61,Maranhao
2003-11,172.095,25.63,84,Maranhao
2003-12,222.068,25.8,173,Maranhao
2004-01,380,25.02,188,Maranhao
2004-02,294.835,24.76,280,Maranhao
2004-03,278.974,25.22,306,Maranhao
2004-04,205.971,25.08,180,Maranhao
2004-05,90.085,23.46,181,Maranhao
2004-06,40.231,24.15,135,Maranhao
2004-07,30.859,25.22,86,Maranhao
2004-08,46.956,26.67,85,Maranhao
2004-09,76.581,26.64,41,Maranhao
2004-10,181.533,26.24,81,Maranhao
2004-11,202.284,25.73,93,Maranhao
2004-12,291.367,25.35,165,Maranhao
2005-01,240.668,25.7,365,Maranhao
2005-02,255.231,24.89,715,Maranhao
2005-03,258.948,25.04,1294,Maranhao
2005-04,100.804,25.24,865,Maranhao
2005-05,81.179,25.29,1371,Maranhao
2005-06,24.086,25.57,1055,Maranhao
2005-07,3.171,25.34,867,Maranhao
2005-08,17.922,26.85,403,Maranhao
2005-09,69.818,26.36,230,Maranhao
2005-10,183.101,26.4,100,Maranhao
2005-11,221.978,25.76,106,Maranhao
2005-12,328.675,24.79,95,Maranhao
2006-01,295.781,25.07,927,Maranhao
2006-02,387.002,24.61,1067,Maranhao
2006-03,217.644,25.08,687,Maranhao
2006-04,196.269,24.43,667,Maranhao
2006-05,55.242,23.84,745,Maranhao
2006-06,7.787,25.95,328,Maranhao
2006-07,7.804,26.51,315,Maranhao
2006-08,19.642,27.67,434,Maranhao
2006-09,116.415,26.64,273,Maranhao
2006-10,172.934,25.96,367,Maranhao
2006-11,196.773,25.71,314,Maranhao
2006-12,252.685,25.35,489,Maranhao
2007-01,260.803,25.7,1536,Maranhao
2007-02,257.797,25.3,2446,Maranhao
2007-03,283.059,25.17,2892,Maranhao
2007-04,160.629,25.13,2327,Maranhao
2007-05,66.386,24.13,1998,Maranhao
2007-06,8.779,25.58,969,Maranhao
2007-07,41.403,25.31,625,Maranhao
2007-08,13.049,26.79,344,Maranhao
2007-09,46.636,27.78,210,Maranhao
2007-10,179.957,26.28,233,Maranhao
2007-11,278.003,25.25,253,Maranhao
2007-12,257.566,25.02,409,Maranhao
2008-01,321.222,24.62,717,Maranhao
2008-02,302.982,24.35,1207,Maranhao
2008-03,264.556,24.34,1843,Maranhao
2008-04,184.856,24.54,1764,Maranhao
2008-05,83.812,23.84,667,Maranhao
2008-06,12.164,24.18,255,Maranhao
2008-07,2.81,26.47,81,Maranhao
2008-08,15.895,27.89,54,Maranhao
2008-09,79.844,26.91,41,Maranhao
2008-10,134.733,26.85,48,Maranhao
2008-11,268.109,25.65,79,Maranhao
2008-12,345.474,24.82,195,Maranhao
2009-01,282.391,25.1,441,Maranhao
2009-02,281.968,24.89,677,Maranhao
2009-03,285.128,24.94,941,Maranhao
2009-04,267.838,24.53,673,Maranhao
2009-05,125.114,24.6,680,Maranhao
2009-06,44.281,23.96,288,Maranhao
2009-07,37.689,25.05,84,Maranhao
2009-08,41.533,26.94,70,Maranhao
2009-09,68.219,27.4,52,Maranhao
2009-10,138.424,27.06,25,Maranhao
2009-11,240.013,26.15,24,Maranhao
2009-12,288.052,25.27,94,Maranhao
2010-01,333.736,25.24,408,Maranhao
2010-02,276.514,25.63,450,Maranhao
2010-03,296.496,25.94,829,Maranhao
2010-04,65.941,26.23,1027,Maranhao
2010-05,75.988,25.23,1027,Maranhao
2010-06,10.093,26.26,652,Maranhao
2010-07,12.628,25.35,714,Maranhao
2010-08,17.337,27.02,1402,Maranhao
2010-09,49.848,27.93,839,Maranhao
2010-10,154.887,26.62,472,Maranhao
2010-11,225.214,25.43,410,Maranhao
2010-12,207.389,25.43,426,Maranhao
2011-01,301.986,24.62,1172,Maranhao
2011-02,298.715,24.55,1677,Maranhao
2011-03,339.707,24.65,1721,Maranhao
2011-04,213.069,24.82,1281,Maranhao
2011-05,53.454,24.91,1337,Maranhao
2011-06,12.039,26.02,1204,Maranhao
2011-07,9.068,26.91,979,Maranhao
2011-08,25.08,27.36,1021,Maranhao
2011-09,101.819,27.46,394,Maranhao
2011-10,204.673,26.03,205,Maranhao
2011-11,208.178,25.6,135,Maranhao
2011-12,343.589,24.94,220,Maranhao
2012-01,355.857,24.55,606,Maranhao
2012-02,353.312,24.26,825,Maranhao
2012-03,275.722,24.76,1142,Maranhao
2012-04,192.383,25.11,863,Maranhao
2012-05,99.532,24.63,735,Maranhao
2012-06,55.056,24.44,502,Maranhao
2012-07,3.733,25.61,432,Maranhao
2012-08,4.265,27.66,357,Maranhao
2012-09,83.446,27.99,236,Maranhao
2012-10,146.04,26.46,151,Maranhao
2012-11,241.935,25.65,141,Maranhao
2012-12,270.766,25.3,328,Maranhao
2013-01,378.302,25.05,1072,Maranhao
2013-02,311.056,24.67,2098,Maranhao
2013-03,321.989,25.17,3037,Maranhao
2013-04,162.098,24.91,2688,Maranhao
2013-05,100.781,24.82,1415,Maranhao
2013-06,68.593,24.99,678,Maranhao
2013-07,25.423,24.88,386,Maranhao
2013-08,18.077,25.99,353,Maranhao
2013-09,95.067,26.42,256,Maranhao
2013-10,247.324,25.43,157,Maranhao
2013-11,320.79,24.61,117,Maranhao
2013-12,276.882,25.31,116,Maranhao
2014-01,307.736,24.69,265,Maranhao
2014-02,350.637,24.37,338,Maranhao
2014-03,334.127,24.74,455,Maranhao
2014-04,197.61,24.89,612,Maranhao
2014-05,160.158,24.28,545,Maranhao
2014-06,23.297,24.8,365,Maranhao
2014-07,26.013,25.29,355,Maranhao
2014-08,16.695,27.12,258,Maranhao
2014-09,110.779,27.16,210,Maranhao
2014-10,202.457,26.27,115,Maranhao
2014-11,300.984,25.14,167,Maranhao
2014-12,294.512,25.16,272,Maranhao
2015-01,305.698,24.95,457,Maranhao
2015-02,292.988,24.97,652,Maranhao
2015-03,291.681,24.87,2364,Maranhao
2015-04,233.424,24.95,2188,Maranhao
2015-05,205.305,24.39,1684,Maranhao
2015-06,23.29,25.07,1252,Maranhao
2015-07,17.755,26.03,781,Maranhao
2015-08,32.393,28.4,427,Maranhao
2015-09,62.11,28.26,578,Maranhao
2015-10,137.86,27.67,523,Maranhao
2015-11,168.559,27.02,449,Maranhao
2015-12,237.299,26.49,879,Maranhao
2016-01,301.264,26.19,2754,Maranhao
2016-02,318.448,25.89,6091,Maranhao
2016-03,348.08,25.41,7894,Maranhao
2016-04,149.354,25.55,6788,Maranhao
2016-05,92.37,25,2743,Maranhao
2016-06,24.206,24.73,1201,Maranhao
2016-07,1.18,26.87,594,Maranhao
2016-08,56.396,27.04,522,Maranhao
2016-09,143.586,25.96,192,Maranhao
2016-10,199.293,26.24,183,Maranhao
2016-11,234.687,25.74,259,Maranhao
2016-12,329.836,25.21,320,Maranhao
2001-03,113.75,26.35,247,MatoGrosso
2001-04,197.642,25.71,267,MatoGrosso
2001-05,377.109,24.13,265,MatoGrosso
2001-06,374.12,22.93,140,MatoGrosso
2001-07,245.362,23.63,72,MatoGrosso
2001-08,211.825,24.22,68,MatoGrosso
2001-09,187.057,24.73,67,MatoGrosso
2001-10,90.572,26.34,283,MatoGrosso
2001-11,69.055,26.51,724,MatoGrosso
2001-12,167.235,25.49,547,MatoGrosso
2002-01,77.274,26.07,2412,MatoGrosso
2002-02,41.74,26.45,2380,MatoGrosso
2002-03,239.939,25.64,1738,MatoGrosso
2002-04,305.565,24.54,692,MatoGrosso
2002-05,429.613,24.21,341,MatoGrosso
2002-06,383.926,23.44,201,MatoGrosso
2002-07,201.26,24.09,135,MatoGrosso
2002-08,211.117,24.31,108,MatoGrosso
2002-09,94.774,25.6,86,MatoGrosso
2002-10,118.396,26.59,235,MatoGrosso
2002-11,184.214,25.24,557,MatoGrosso
2002-12,109.596,25.67,1032,MatoGrosso
2003-01,17.951,27.12,2637,MatoGrosso
2003-02,43.188,27.53,3511,MatoGrosso
2003-03,142.072,26.78,1472,MatoGrosso
2003-04,311.996,25.26,527,MatoGrosso
2003-05,439.211,23.96,298,MatoGrosso
2003-06,336.657,23.66,140,MatoGrosso
2003-07,309.287,23.51,96,MatoGrosso
2003-08,187.685,24.42,50,MatoGrosso
2003-09,158.435,24.73,70,MatoGrosso
2003-10,120.717,25.71,171,MatoGrosso
2003-11,155.702,25.27,694,MatoGrosso
2003-12,90.621,25.99,808,MatoGrosso
2004-01,80.785,26.09,517,MatoGrosso
2004-02,113.982,26.33,446,MatoGrosso
2004-03,147.483,26.15,408,MatoGrosso
2004-04,331.801,25.19,237,MatoGrosso
2004-05,472.48,23.98,143,MatoGrosso
2004-06,269.241,23.68,92,MatoGrosso
2004-07,244.894,23.48,64,MatoGrosso
2004-08,181.692,24.21,27,MatoGrosso
2004-09,166.372,24.63,49,MatoGrosso
2004-10,143.559,25.57,450,MatoGrosso
2004-11,62.237,26.65,2131,MatoGrosso
2004-12,134.69,26.12,1714,MatoGrosso
2005-01,179.943,25.4,1824,MatoGrosso
2005-02,145.872,25.68,1347,MatoGrosso
2005-03,144.919,26.14,1166,MatoGrosso
2005-04,464.647,24.58,1082,MatoGrosso
2005-05,366.241,24.43,827,MatoGrosso
2005-06,226.686,24.56,372,MatoGrosso
2005-07,281.369,23.83,136,MatoGrosso
2005-08,201.352,24.57,67,MatoGrosso
2005-09,87.977,25.98,80,MatoGrosso
2005-10,124.182,26.47,225,MatoGrosso
2005-11,175.039,25.68,867,MatoGrosso
2005-12,221.094,25.01,830,MatoGrosso
2006-01,312.102,24.48,1073,MatoGrosso
2006-02,110.913,25.3,1066,MatoGrosso
2006-03,152.827,25.87,1469,MatoGrosso
2006-04,222.887,25.55,872,MatoGrosso
2006-05,506.416,23.72,580,MatoGrosso
2006-06,364.917,23.56,213,MatoGrosso
2006-07,301.102,23.74,143,MatoGrosso
2006-08,183.767,24.54,173,MatoGrosso
2006-09,119.832,25.37,98,MatoGrosso
2006-10,108.331,26.52,262,MatoGrosso
2006-11,174.358,25.14,1381,MatoGrosso
2006-12,89.409,25.89,1182,MatoGrosso
