location,time_period,horizon_distance,sample,forecast
LA-BL,201008,0,26,65.11273649653603
LA-BL,201008,0,27,340.40162206802734
LA-BL,201008,0,28,347.7029717887047
LA-BL,201008,0,29,35.97159902280076
LA-BL,201008,0,30,318.9456620939318
LA-BL,201008,0,31,28.250356074748208
LA-BL,201008,0,32,78.77739878989641
LA-BL,201008,0,33,558.5814659127068
LA-BL,201008,0,34,426.13529834337754
LA-BL,201008,0,35,1258.2600177868806
LA-BL,201008,0,36,257.7558300906013
LA-BL,201008,0,37,239.88743044212194
LA-BL,201008,0,38,37.96538014730188
LA-BL,201008,0,39,1532.802997684219
LA-BL,201008,0,40,33.85180641321501
LA-BL,201008,0,41,45.01470689781
LA-BL,201008,0,42,307.3610098021789
LA-BL,201008,0,43,145.20867940064616
LA-BL,201008,0,44,240.17759502484716
LA-BL,201008,0,45,234.40204593674525
LA-BL,201008,0,46,101.54506045459374
LA-BL,201008,0,47,226.63293330850257
LA-BL,201008,0,48,65.11667124046177
LA-BL,201008,0,49,136.76371583093334
LA-BL,201008,0,50,28.780304227144644
LA-BL,201008,0,51,81.75501057843893
LA-BL,201008,0,52,696.9186953296079
LA-BL,201008,0,53,216.7158321101128
LA-BL,201008,0,54,31.46403427339663
LA-BL,201008,0,55,321.53157661566047
LA-BL,201008,0,56,744.9375301592011
LA-BL,201008,0,57,256.65156368082336
LA-BL,201008,0,58,145.77283442167277
LA-BL,201008,0,59,95.12972587343452
LA-BL,201008,0,60,57.73346255532451
LA-BL,201008,0,61,51.47004167130783
LA-BL,201008,0,62,79.42734751930867
LA-BL,201008,0,63,50.758125281424796
LA-BL,201008,0,64,567.0975721369043
LA-BL,201008,0,65,1056.8797198762343
