Model,MSE,abs_error,abs_target_sum,abs_target_mean,seasonal_error,MASE,MAPE,sMAPE,MSIS,num_masked_target_values,QuantileLoss[0.1],Coverage[0.1],QuantileLoss[0.5],Coverage[0.5],QuantileLoss[0.9],Coverage[0.9],RMSE,NRMSE,ND,wQuantileLoss[0.1],wQuantileLoss[0.5],wQuantileLoss[0.9],mean_absolute_QuantileLoss,mean_wQuantileLoss,MAE_Coverage,OWA
https://github.com/sandvelab/monthly_ar_model@89f070dbe6e480d1e594e99b3407f812f9620d6d,4617.017647368422,4574.0,15731.0,137.99122807017542,135.3051516199512,0.3181108914111131,0.33577853622222154,0.3663554215070402,10.476144248878903,0.0,2658.4,0.05263157894736842,4574.0,0.3157894736842105,4975.5999999999985,1.0,67.94863977570428,0.49241274772298577,0.29076346068272835,0.16899116394380523,0.29076346068272835,0.3162926705231707,4069.3333333333326,0.25868243171656813,0.5,
